labels,clean_text,emoji_count,has_emoji
1,الله يا لبنان ربنا يحفظ لبنان و الشعب اللبناني يا رب يفرج همكم و يعم عليكم الخير و الامان بس الفلافل كل شي حلو بلبنان,2,1
1,بسم الله ما شاء الله ربي يحمي جدتك من كل شر و يطول في عمرها و يخليهالكم لكل جده تونس الاولي,2,1
0,هادي مالمت شعرها الي رايح زي باله التبن جايه تقارن خزي,1,1
1,اعلباكوم الجزاءري يخاف غير من ربي سبحانو,0,0
0,قباءل و العاءلات التي كانت مستفيده من حكم القذافي هيا التي تشتاق للقذافي وفي عاءلات كانت مستفيده من حكم القذافي وانقلبت علي القذافي بعد ما تاكدت من سقوطه لا ماحلا وركبت موجه الثوره هيا من تتحكم في مفاصل سياسيه و المال الان واغلب الشعب لم يستفيد لا في عهد القذافي ولا العهد الحالي,0,0
1,حالتك ا هيام ماشالله عليك حطيتها باقي ماكمل نهار شوفي مشاهدات الله يحفظك مخبعه هذا الابداع حيدي عليك العكز وخلي صحاب طاقه سلبيه عليك وخرجي بحال هذا الابداعات شوفي فانزك ماشاالله شحال كبير راه كنشوفو بزاف ناس فلوغ كيدور شهر ومايوصلش مشاهداتك ماشالله ماشالله ماشالله,0,0
0,يلعنم السالفه الزق طيب شتبين انتي الحين,0,0
1,مبادره جدا جميله يوم تشوف اليهال عندهم شغف واسلوب في البيع,10,1
0,ع كل كلب ديوث,2,1
1,والله اثلجت كلبي بهاذا كلامك صح لسانك,1,1
0,مش لاقين غير هالمعاقه تعملو معها لقاء,0,0
0,هذا قميص الزيود لاتكذب لعنه الله علي الكاذبين,0,0
1,كل الفخر والحب,1,1
0,كذب اهل البصره ليست هءلاء واضح انهم من منظمه بدر وقواعدهم الانتخابيه من خارج البصره وهءلاء لايمثلون البصره واهلها,0,0
0,مو لايق عليك الا طقاقه اصلا,0,0
1,الله اعلم شراح يكول,0,0
1,مفتاخره ببنت بلادي ومدينتي احسن مثال للفتاه المغربيه,0,0
1,والله والله والله ماحجيه غير الصح المفروض انت قيادي في الجيش العراقي,2,1
0,اسا انت مكيف عحالك وانت متحول,0,0
0,عليك لعنه الله انت وامثالك من السفهاء,0,0
1,عرفتوا ليش ما عنا مخترعين؟ لاننا ما بنستاهل بدل ما يقدروه ويدعموه ويقدموا له كلشي بحتاجه ليزيد من ذكاءه واختراعه بنقوم بنهدمه برافو علينا بنستاهل نضل فاشلين والاجانب يتكبروا علينا ويشوفونا جهله وناقه,0,0
1,احسان اكتر وحدا كنبغيها,0,0
0,هاي مثل لمشتيهه ومستحيه اول شي عيب وبعدين دخلت بيهه طول وعرض,0,0
0,اكبر كلبه بالجزاءر لاتشرفيهم قودي نيك مك قحبه نيك حتشون يماك يا نقشه يا لعطايه,0,0
0,شنهاي يكبله خوش شايله طيز,0,0
0,ينزع شرايين مخك,0,0
0,امشي لعنه الله عليك يا منافق يا متناقض حماس حاربت لاجل استرجاع اولي قبلتنا وثالث حرمنا واخزتهم جميع الدول العربيه و الاسلاميه خوفا من مغادره الحياه الدنيا وترك الاموال والمالاذ,0,0
1,ربي يهدي من خلق,0,0
1,انس انسان لطيف لكن للامانه ابد مجاوب بعفويه اكو هوايه اسءله الغايه منها طرفه ، فجان حلو يكون الجواب بسيط و عفوي بعيدا عن الفلسفه و السرد و المثاليات,0,0
0,حسبي الله ونعم الوكيل فيك استحي علي دمك,2,1
1,الله يبارك تهبل داركم ربي يدوم ملمتكم و يرحم ميمتكم,1,1
0,اكيد قوانين سيداو والنسويات,0,0
1,طال غيابك يا بنت اليمن الله يكون في عونك ويحميك من كل شر,0,0
1,روعه ما يحتاج لها اسمنت هكذا تراث,0,0
0,انسان بياع منافق,0,0
1,براءه تتحدي الظروف طفله سودانيه تخطف القلوب بعفويتها من قلب مخيمات النزوح، في لحظه انسانيه دافءه مع الناشط الخيري عمر السراج، حيث علق علي الموقف قاءلا كيف لشيء صغير ان يمتلك كل هذه القوه؟ وفي النهايه حصلت علي ما ارادته بطريقتها الخاصه,0,0
0,وانشالله بتموت بشي لغم,0,0
0,فليمت الكلاب بغيظهم وليفقدوا ما كانوا ويتشدقون به الافارقه راحلون وتونس ستبقي شامحه ابدا الدهر,0,0
0,بس يا كس,0,0
1,نشوف ملي جا هو تسڨمت ليكيب وقف الله يبارك,0,0
0,كلكم خونه وبايعينها التطبيع كفر وخيانه,0,0
0,عصابه واحد بياع زيتون ولا مير واحد ذهاب اصبح مقاول ورءيس المجلس الولاءي واش دخلو في اختيار البلاط هذي هبره نتاع اموال يتقاسموها وشعب الجلفه داه الواد,0,0
1,عندما يذكر اسم الياسر تتذكر الشموخ والمجد والكبرياءلكن عزيزا وتذكر انه الثوره,0,0
0,مو عاجبك روح انقلع بلد ثاني وعيش فيه ليش تبربر وتتحلطم كل القوانين مع صف المراءه لانها عانت الويل سابقا من الذكورين والحين كلشي رجع لوضعه الطبيعي,2,1
0,من اراد يلعن نفسه فليكذب انت ماجور وكاذب,0,0
0,هذا يعني ان الصهاينه افضل من يهود المملكه مع امك خبر,1,1
0,تعالي اريحك ياابنت الشرموطه,0,0
0,ذاب ثلج وبان خراك يا سلوڨي,0,0
1,اي والله الطعميه دي بايته نسيت ما كلمتك,5,1
1,الزول اللابس نظاره و داءما طاشي شبكه دا بالرغم من ظهوره بسيط في كل المقاطع لكن دوره في اي مقطع بعمل 40 من متعه الفيديو في زول جاي من 2026,3,1
0,اهين ام الكرنج,0,0
0,طووز المزلوط اونسو حديثو,0,0
1,اللباس المغربي حاضر بقوه الغندوره الخضرا و قفطان الجده الاخير ،,0,0
0,ياوليه اختشي دا الشيطان قرب يتربط وانتي لا,0,0
1,الرجل الحر بعرف يختار لنفسه زوجه بنت اصل ومن بيت فيه رجال صاحبت اخلاق ودين,0,0
1,ربنا يوفقم يا بنتي ، من اليمن نحييك اعتزي بيمنيتك ودينك,0,0
1,رجعنا الخرطوم والحياه جميله والساحه الخضراء والكهرباء الحمدلله وكل شي موجود والبنوك والجامعات والمدارس شغاله وهذا الفضل من الله الحمدلله البلد امان,0,0
1,الجمال مرات مش في العيون وكبرهن وتقويسه الحاجب ولكن في الوجه كله علي بعضه تقاطيع وجهها صغيره وجميل هذا هو جمالها المميز,0,0
1,دكتوره انتي اسلوبج يخبل اصلا,1,1
0,يا هاد النسويه المعاصره الخبيثه راكم طيحتو السمعه ديال النساء المحترمات و الموقرات را العالم الكل يعرف الرخص و العهر الفكري و الاخلاقي لي وصلتو ليه,0,0
1,يا سلام علي ابناء الاصول والمشاعر الفياضه,0,0
0,كلوا صرامي لانه ماارح ندفع انفلقوا وتعالوا خدو الساعات شو بدنا نشتغل رقاصات مثلا لندفع,0,0
0,من المتوقع الزواج في اين عمر ، لانه الدوله والشعب لا زال بداءي فلذالك مانستغرب البعض راضيين بالوضع هذا ، اما سكاروزا ،تبي شويه اتنشن لغرض يزيدوا متابعينها، وهدفها واضح,0,0
0,بس نمسحها من الخونه عشان نعرف نعيش,0,0
0,لوكانت حكومه يمنيه صح كانت باتكون علي ارض الوطن في العاصمه عدن تءدي اليمين ولكن هذه شله عملاء مرتزقه يءدون اليمين مجبرين صاغرين اذلا امام اسيادهم بني سعودوهذه اليمين بان يكونوا العملاء الاوفياء والقياده المسيرين الطاءعين عبيد واحذيه لبني سعودمستعدين لتنفيذ اي مخطط يخدم مملكه قرن الشيطانبماتوجه به امريكاء واسراءيل,0,0
1,تحيا مصر السيسي وجيش مصر العظيم,0,0
1,الجزاءري الذي يءمن بان الجزاءر والمغرب خاوه يضع جام,0,0
0,الله عليك يازول ازبوع ثاني وتصير زول حقيقي,0,0
1,ايواا هذي القرارات الحلوه,0,0
1,حسبي الله ونعم الوكيل فيكم تشوهو في سمعتها ليبيا ليبيا وحده وماهي مقسومه في وقت الشده ما نلقو في حد غير بعضنا وتجي تقولي ليبيا مقسومه ، لا شرقيه لا غربيه ليبيا وحده وطنيه,2,1
0,لبنان ماحدا ببحبكم ابدا لءن قمت المياعه عندكم,0,0
1,ياريس اعمل افكار خارج الصندوق وشغل العاطلين عن العمل,0,0
1,نيالنا والله فلسطينيه غزاويه واقطع,0,0
0,كارثه علي المنطقه,0,0
0,اعاده ادماجهم في شمال افريقيا يعني باش يروحوا يجيبوا عايلاتهم ويرجعوا رجوع نهاءي لبلدهم الام تونس كما يزعمون,0,0
0,سير يا الكلب حتارم راسك زوينه كتعجبني و مربيه و مزوجه و قاريه تفو دري مسموم ياع,0,0
0,شعب ميت سريريا ولا حياه لمن تنادي والله ما دايرين حاجه,0,0
0,بس يا خروف يا نطع انت وهم,0,0
0,من يناصر مج م مثل صدام فهو من نفس طينته كان دعس علي خشمك,0,0
0,والله لو تفك الكمامه راح يطلع شكلها مثل الوزغ,0,0
1,كل الاحترام للدكتوره ليلي لتحليلاتها الهادءه ولعقلها الراجح الذي يفوق عشرات المحللين والاعلاميين,0,0
0,مادام معكم مصاري لعده تلفريك وشغلات تافهه زيدوا الرواتب وانعشوا المواطن بدل ما هو ملتعن ابوه ع امه بالقروض والحاويات يدور لقمه عيشه,0,0
1,يعجز اللسان عن التعبير قوه الايمان والثبات ربي يرحمك ويجعل مثواك الجنه يارب,0,0
0,والله ما جاب الدمار للبلد غير هذا المجلس,0,0
0,نعلت الله عليه من يمه وبدت لعماله حاله حال لبقيه وحاله حال صدام وحاله حال لهسه لازمين الحكم انته صراحه هواي تبالغ بنشرك وعبالك عالم ماتعرف ولا عاشو مءسات الحكام,0,0
0,ينقال قوالك وتنخفي اخبارك مين داير عليك وعلي قولك لسا كل شوي بتصريح حلي عنا تافهه,0,0
1,دمها خفيف جدا ف الشعبي,0,0
0,وايد تشجع الاطفال ع طوله اللسان هي وربعها كل شي يقلدونهم اليهال محتوي هابط,0,0
0,حكومه فاشله اذا لم يطبق النظام والقانون والرقابه والمحاسبه والله لا تسمن ولا تغني من جوع,0,0
1,مغربيه حره,4,1
0,لابد من تجفيف منابع تمويلاتهم ومحاسبه كل المتواطءين معهم,0,0
0,تبون اكبر شفار,0,0
1,بطله بالتوفيق,0,0
1,يا يمي علي كلمه يمي,4,1
0,بدك مين يفهم لازم كل يلي عايشين بلبنان يطلعوا يهاجروا ليعرفوا شو يعني الوطن و شو يعني لبنان اولا هيك شعب ما بيبني وطن اكثر شي بعمروا كوخ,0,0
0,روح روح بلاش يبعبصولك اياها,0,0
1,بنحب امبارك وبنحبك انتي كماان وبنحب الدنيا كلها,0,0
1,ريته صحه وعافيه مطرح ما يسري يمري,0,0
1,خايف بكرا اشحد وطن وهي احنا اليوم تحققت نبوءه الماغوط وصار الشعب السوري عم يشحد وطن بيت يتخبي في مو اكتر,0,0
1,بعد عمري والله,1,1
0,نعم يختي ؟ استري حالك وحلي عنا انا بنت وبقرف من هالمناضر,0,0
1,ربي يثبتك ويتقبل عليك دز برك حتي يفرج ربي وربي يهديك ويهدينا معاك,0,0
1,من كترت طيبت قلبك والله معرفت كيفاش نمدحك,3,1
0,علي راي عادل امام للكلاب حظوظ,0,0
0,اخراهيل تقتل تهجر وتدمر علي كيفها واحتاج نرقع ونخسر ثرواتنا لاجل سواد عيونها,2,1
0,هبله هادي,0,0
0,وينو فرجينا علي هل تعيس الحظ,0,0
1,مواهبون يملاك فرح وسعاده وسلام وامان يا جميله انتي,4,1
1,ابوخالد عمل الواجب وهذا عشمنا في قيادتنا وتستاهل الكويت,0,0
0,والله نفس رايي داكتبه وشفتج كاتبه ديحاولون يعدلون الموقف بس مديفيد الام والمذيعه خززي,0,0
0,الله يقلعها عروبه اذا هذا عربي,0,0
1,بختك ان شاء الله عقبال من خشمك ولي رب السماء ادع لي,0,0
0,الله يلعنك يا محمود لعنه داءمه ابديه سرمديه وباذن الله لا ينتهي هذا العام حتي تموت وتلتحق بسابقك في نيران جهنم ايها العفن الخاءن,0,0
0,علي هل الحاله مطلوب من الدوله يوقفون التكاثر يحق لكل متزوج انجاب 2 فقط حتي يسيطرون علي الفقر والضيم,0,0
1,اعطي الله الخير في المغرب فين ما درنا نلقاوا التمور معروضه للبيع كاين الجوده والثمن مناسب الحمدالله والشكر لله,0,0
1,دراري نقيين واعرين بززاف نيفو ديالهم طالهم السيد لي شعرو زعر حنين و دادا مربي متخلق ماشاء الله,0,0
0,الجذب حتي في رمضان التقارير غير يا عبدت المال واليهود يومكم قريب,0,0
0,منهل العاصمه,0,0
0,لالا ياخويا المرهوج حنا ماناكلوهش كولو نتا وحدك ولي حب المرهوج كيما نتا,0,0
1,دكتورتنا الحلوه شكد نحبج,2,1
1,هيي يلي محليه المسلسل هيي وضحكتا وحركاتا,0,0
0,دمرت صناعه الدواجن لصالح المستوردين سعر السوق حاليا ميجبش تمن التكلفه للمربي وفي نفس الوقت المستهلك بيشتكي من الاسعار حكومه فاشله,0,0
1,نعم الوحده اليمن,0,0
1,للاسف صار القذف بالمحصنات سهل، بس كل واحد حكي وحتي لو مو باللفظ الصريح حسابو مع الله ، الله يجزيك الخير هدون هنن شباب بلدي الاصليين,3,1
1,افتخر انني مغربيه وديما مغرب الله يحفض بلدي الحبيب واولاد وبنات بلدي وملكي يارب,20,1
0,بكري طلقتيها تنفخ وتفش وتعري حتي خرجت للمله وكي رحمتنا منها الدوله الله ينصرها نضتي تندبيان شاءالله تلحقيها باينه زريعه مسوسه ملكبير للصغير,0,0
1,تحيا الدوله الوطنيه التونسيه و يحيا الرءيس الشريف السيد قيس سعيد المخلص لله و للوطن التونسي,0,0
1,يحياو ولاد بلادي وين كانو اساطير ومفخر لنا وللجزاءر,0,0
1,ايي اهم شي بمهمه رسمه بتحس يلي عم يحط القرارات بمحافظه دمشق اخدها بشكل شخصي يعني انا هون ماعجبني الوضع اي يلا غير بدل طيب و المصلحه العامه مومهم انا لزم كون مرتاح,0,0
0,بري سحيقا ليك وليها,0,0
0,طرطوورره,0,0
1,يا حي بدار غلاها في الحنايا متربع من دار زايد لدار مشعل والصباح الكرام نسوق التراحيب والتهاني والوفا عمار يا ديره ريحتها بخور وعود واهلها هم الذخر والذخيره,0,0
1,الام هتفضل ام,0,0
0,محافظ خاين لسياده الذي جابوه ضم للسعوديه عشان يمشي المخطط,0,0
1,لا حول ولا قوه الا بالله الله يصلح حال لبنان,0,0
0,ياكثر هرجك لو ساده فمك احسن,0,0
0,انبح ياكلبماتقدر علي غير النباح وفي الاخره جهنم وبءس المصيرياحقير,0,0
0,تقتلوا قتيل وتمشو بجنازتو شو انكن كزابين,0,0
0,انتي واحده عديمه الاخلاق تحبي تنشري الرذيله,0,0
0,كان انتي كلبه تحصلي كلب,2,1
0,والله ثم والله ان شر البليه مايضحك هذه بدايه السقوط ولو كان فيكم حب الوطن والشجاعه كان اليمين الدستوري علي تراب الوطن الا قبحكم الله,0,0
1,ديما ملمومين في الخير الفيديو حلو برشا ويوصل للقب بكل تفصيله وحدها بوركتي ويسلم يدياتك,2,1
1,الجزاءريه قاع مطيحش وهديك الله يشفيه,0,0
0,تطبيقه صعب والواقع غير ما ادري كيف بيمشي,0,0
0,ان شاء الله بعد دا كلو ينيكوك,0,0
1,منور الدنيا كلها احمدنا ما تبلي هالكاريزما الله يحميك ويديمك يا فاتح الشام,1,1
1,ربي يحغض وليده الجزاءر الغاليه,0,0
1,الله يفرجها علي الجميع بالخير,0,0
0,بدك تصيري مثل ط,0,0
0,صوره الضوافع مرتزقه الدرهم الاماراتي,0,0
0,شو دخلك انت صرمايه,1,1
1,مافي غير هالحل اذا بدنا نستنا يعطوها مكان بحياتون ما بينتخبوها للاسف علي الرغم من وجود الكثير من النساء الواعيات والقادرات علي تحمل المسءوليه السياسيه لكن مافي ثقافه مجتمعيه كافيه لتقبل المراه كسياسيه لا بين الرجال ولابين النساء,0,0
0,ووك علي دنيا والله مفروض يقتلوهم امام الشعب,0,0
1,هنا يضهر اصحاب الحق ليسو في قصور او سيارات فاخره,0,0
1,الله يجعله ولد صالح وبار لك اكيد خطوه كبيره ونقله كبيره بحياتك يعني صار عندك ولد تخاف عليه وتكون مسوءل عنه وتهتم فيه اهم شي من صغره ازرع فيه حاجتين الصلاه بوقتها وبالمسجد يكون وحفظه القران عشان يكون شفيع لك وابن صالح يا رب,0,0
1,بالمناسبه جيش السودان هو اكثر الجيوش لتحالف دعم الشرعيه اليمنيه دعما لها بعد السعوديه لا اطماع ولا اجندات بارك الله فيهم وفي جيشهم,0,0
1,الله يعطيك الف عافيه عمل جماعي مميز,0,0
1,وهادا اكبر دليل علي اختيارهم في المبعوثين من الامم المتحده لليبيا حقدهم علي القدافي ومناصريه من الشعب الليبي الي يمتلو اكتر من ق0 من الشعب,0,0
0,طبيعي جدا اولاد وبنات بورقيبه وانصار الزغراطه ان يكونوا ديوثين وملاحده امثالك يا ساقطه,0,0
1,مدري اتكلم عن جماال التصوير ولا جمال لبنان ولا جمالك يالولو الله يحمييك,0,0
0,عارفه لو عملتي ايه فيكي سداغه غريبه بصرف النظر عن انك لا تصلحي مذيعه اصلا ووجهك سدغ جدا جدا جدا جدا,0,0
0,مش لاقيين بالاردن كلها الا هاي المقرفه يعني عم تنزلو مستوي برامجكن لما بتجيبوا هيك مناظر ، استغفر الله العظيم بهالشهر الفضيل الواحد شو بدو يحكي شي بيقرف ومقزز الله يحرمنا هلطله,0,0
0,عشت كلب سره جاهل,0,0
1,فنانه مو يومك وكل يوم بتحلي عن يوم,0,0
0,ورينا القنفود وشوفي الجمال قداش,0,0
0,شحال د الكلخ والتعصب بحالا كايبرر للمتحرش نسي ان تا الاطفال والحيوانات ولاو كايتعرضو للتحرش من شي وحوش بشريه ، السيده كاتهضر بمنطقيه,1,1
1,فعلا والله صح لسانك,0,0
1,مقال معبر عن حالنا عندما نبتعد عن اوطاننا ونموت بالغربه لاحبيب لاقريب ربنا يرحم الموتي السودانيين اينما قبروا ويوسع مرقدهم ويعفو عنهم نعم القول,0,0
1,المراه الفلسطينيه فخر العرب ومسير العرب,0,0
0,رد بالك بنتي مالخلط الي معاهم انت علي نياتك اما راك مع تماسيح اش جابك للمتحيل كادوريم ؟ رد بالك الطمع مش باهي الله يرحم اميمتك,0,0
0,ضحكه ليفي عليكم في بنغازي يا زمزاكه عقب طليان والمصريين,0,0
0,عرااكه,0,0
0,فقص توا نحشيلك عصا عارفها تاكل فيك تبي من يسبك يا اكله,0,0
1,كلش فرحت الهم بس يعني تشكروا الرجال تره والله شريف وانسان راقي احمد البشير,0,0
1,ياوزير الاوقاف يامدراء الاوقاف ومسءولي المساجد اعطوا اهتمام اكبر للمساجد اعطوا اهتمام اكبر للاءمه اعتنوا بالدعاه نقبوا عن الجواهر ركزوا علي المناطق الشعبيه علي تحسين اخلاقها ركزو علي المناطق الصناعيه علي تعلميهم فقه المعاملات اعتنوا بالمناطق يلي فيها اغلبيه غير مسلمه لاتهملو مساجدها واءمتها,0,0
1,سبحان الله حرتو في نيف الكرطوسه,0,0
1,نمبروان وحنا عارفين اسطوره الاساطير وده من سنين,0,0
1,ياريت تتعمل شجر زيتون علي مستوي جمع والحكومه تعطي للشباب عصارات زيتون نبقا قدرنا نحل مشكله الزيوت في مصر ووعدنا فرص عمل للشباب,0,0
1,يستاهلون اخوانا الابطال في الحدود ولكن نحن ايضا نستحق التكريم فق1 يستاهلون ابطال الدفاع,0,0
1,يقولك الكون بدون الشعب المصري لا شيء بحبك بحبك بحبك يامصر,2,1
0,لعنه الله عليك و علي امثالك ملا تمساح ووع مسكين تري اش حس,0,0
1,اجمل قاءد انت قاءد المسلمين في العالم,0,0
0,جاي يطمن علي كلابو القسدين المجرمين ايخنزير,0,0
1,الدخل القومي الاردني لا يعادل دخل محافظه او ولايه في البلاد العربيه التي جميعها فيها بترول ولكن الفرق بالانجاز والتقدم واضح,0,0
0,نبي كلب مطيع حتي دبدوب عادي مهم ابعت خاص صور زبك راقد في انتظارك,0,0
1,عشت وعاش الوطن حر بالكامل يا رب,0,0
1,القباءل العرب ليبيا من نجد هكي اخبرونا اهلنا,0,0
0,فانز طعوس اكتر شي يضحك يا دينا,0,0
1,فيه منح كثير عندنا بجامعه الامام كليه الاداره فيه افارقه واسيويين وعرب كثير ناهيك انه كل الدكاتره توانسه,0,0
1,فيديو غزال بتوفيق,0,0
0,في النهايه واجب المراه الخضوع بس للاسف مابينفعش غير عديمي المروءه و الرجوله الرجل يءمر يطاع و نقطه و مش من اول السطر الراجل المقنع ده ياخد بالجزمه عشان مش راجل اصلا,0,0
1,تحررت حمص يا جماعهه الحمدلله دموع الفرح ما عم توقف,10,1
0,مهندس يستاهل القتل بالحرق بالنارمعلق في ميدان عام ليكون عبره لمن خلفه,0,0
0,وهذا الذي يحصل الان للاسف حكومه عار وفساد لا تمثلنا,0,0
0,الماء ديال البوادي اي كيخراو فيه المغاربه و بزااف عليك ابنت زنقه,0,0
1,قتل غدرا لان اسمه سبق زمنه، ولان هيبته اخافت خصومه رحمه الله وغفر له,0,0
1,لك عشت وعاشت سوريا حره ابيه,1,1
1,جزاك الله خيرا علي كلامك الطيب وشهادتك في حق اهل السودان، فعلا نحن اهل القران مهما اشتدت علينا الظروف قصه هبه الهمتني وزادت يقيني بان القران هو النور الذي يهدينا في اصعب الاوقات اسال الله ان يجعلني واياك من اهل القران الذين هم اهله وخاصته، وان يمن علي السودان واهله,0,0
0,اكبر خطر علي تونس الافارقه و الخوانجيه موش كي جماعه اليسار عدنا لا تفهمهم من اي مله,0,0
1,الحلقه حيل حيل عجبتني وبذاث اسلوب احمد يضحك احب شخصيته وايد,0,0
1,اجمل نساء الكون شعب لبنان بعشقه,0,0
1,الله يبارك في عمرك وصحتك وذريتك اديت الامانه بدون مجامله كليت ووفيت لو ط0 من النواب يكونوا مثل هذا الناءب نروحو بعيد ربي يحفظ الناءب بحفظه الكريم,0,0
0,غير اللي سمحات فيه صحبتو كاييقي يكتب امي قبل كل شيءدابا عاد يانتلك امك امسخوط الوالدين,0,0
0,هذي كان عندها راي ماخلطت ع الليبين فالزباله هي ورايها اللي كيف وجهها,2,1
1,قال لي جدي اننا جءنا من تونس، والان عرفت لماذا احبك احلي غنايه علي تونس في الصميم ربي يحميك,4,1
0,تاافهه بشكل و غبي حتي ما يعرف يرقص,0,0
1,ماعليكم زود انتم سندنا بعد الله ونحنا ونتم كالجسد الواحد اذا اشتكي منه عضو تداعي له ساءر الجسد بالسهر والحمي,0,0
1,ما شاء الله عنها الحجه ملكه جمال,5,1
0,دعاوي الغوله مو مقبوله,1,1
0,يلي وصلناله قال علي اساس كانت عايشه برفاهيه حياه الاحلام حسبي ربي فيكم بس شعب مقرف قذر لو انك عايشه بخيمه ما بتحكي هيك,0,0
0,اترك الوزاره يالنيص,0,0
0,طيب كلي خرا,0,0
1,لبنان بحاجه لدوله فاعله علي كل الاصعده دوله نزيهه خاليه من الفاسديندوله جامعه وحاضنه لكل ابناءها من انحياز والا لا امل بالمستقبل,1,1
0,يارجل اختيار القرط والنخاله وراح عليهم واش من بافي,0,0
1,اختلاف ثقافات ويجب احترامها حتي ان لم نوافق عليها,0,0
1,الالوان ماشاءالله متناغمه جدا سلمت يدك,0,0
1,شفتي ناس كفاش مربيا و الحجاب وخا نبغي نقول ونعبر مكاينش الكلمات باش توصفك,0,0
0,هو رءيس الوزرا عايش في عالم موازي ولا ايه,0,0
0,بس فزلكه ومامنو فايده هالريلز,0,0
1,ها المعقول برافو,0,0
1,وانتم مع فخامه الرءيس نعمه علي لبنان كل الاحترام,1,1
0,ايه والله مو لابقلكن كراسي في غباء كبير انتو الاحتلال مو الحكومه,2,1
1,بيض الله وجهكم انتم اهل الطيب والوفاء ورحم الله ابوخالد واسكنه فسيح جناته,0,0
0,والله عيب يحط حاجز بينه وبين شعبه ويسلم عليهم من بعيد وكان فيهم جرب هاذي الحركه اول مره نشوفها تصير بالعالم ما عمرنا شفناها وفعلا ان رجعت العبوديه للكويت من مسك مشعل الحكم,0,0
0,الله يسود وجهك,0,0
0,الله يرحمه ويجعل مثواه الجنه انت عديم المرءه وخسيس خسءت وخسء امثالك يا واطي,0,0
1,الاعتراف والاقرار بالواء يعيش السيسي ريس مصر مديالحياه خدو روحي خدو فلبي بس سبه لمصر وشعب مصر تحيا مصر,0,0
0,ماهي مءهلات هذا الصايع المرتزقه والحساب من يعمل,0,0
0,لازملهم طبيب نفساني يشوف الخلل نتاع الالوان الصاڨه البلاد شهبه وزادها الڨريناردويخي بلاد نتاع ترعوين,0,0
1,ماا قصرتوو الله يفرحكم ويجبر ب خاطركم واكببر واحلي منصه ف اكس من بدت الحرب شككرراا من القلب واحبكم مباارك عليناا وعليكم الانتصارات,9,1
0,انت مجرد طرطور وضعتك فرنسا وامريكا خدمه لاجنداتهم,0,0
0,وانقلعو الايرانيين يلي وجههم بيقطع الرزقه,2,1
0,انتهي الدرس ياغبي بل بس,0,0
0,دينا الشربيني بيءه حتي فيلم كديه كل يوم برضه كانت لابسه بوركيني و بتتريق علي دره عشان لابسه مايوه,0,0
1,مبروك ولابسه قفطانك هويتك وتقافتك وتبارك الله عليك وخلاص,3,1
0,لعن الله كل خاءن لله ولرسوله وللمءمنين,0,0
0,اكيد لانه ما حدا بستقبلك غير عاءلات الشراشير,2,1
1,ماشاء الله تبارك الرحمن كل هاي الصفات بك,0,0
1,هذا مجلس النواب الاردني المراه اللي في الفيديو عندها شهامه ووطنيه اكثر من كل المجلس,0,0
1,وفقهم الله لما هو احسن,0,0
0,ياعم الدوله كلها فساد هيا جت علي الرياضه ما كلها فساد في فساد,0,0
1,الحياه بتستمر بعد وفاه الامهات بس مش حياه لا الفرح اله معني داءما بكون ناقص وفيه غصه ولا بالحزن او المرض بتلاقي حدا جنبك وخايف عليك قد الام رحمه الله عليها امي حبيبتي مافي مشاعرولا كلام يوصف حاجتي الها,0,0
0,سكسيت بتجنن,0,0
1,الله يحميكون ويوفقكون يارب والله يختير الخير للجميع البلد,0,0
0,مره جايه يوزعوا كنادر,0,0
0,اخلص يا حج الناس قرفانه التصريحات اللي عالفاضي,0,0
0,نشبعك زب حاجه قله ادب وساخه,0,0
0,بربي علاه هكه ولات السياسه في تونس طاح سعدها في عوض تصلحو البلاد الي مشاكلها عمال تزيد لاهين بمشاكل انستغرام وتيك توك مع ايميلي ملا عهد نعيشو فيه,0,0
1,ربي يقدرك دليله نموت عليك وصاح رمضانك مزيدا من النجاح وربي يحفظلك ولادك وزوجك معك استاذه من المديه نحبك ونموت عليك انت امراه ونص,0,0
0,تفكير نسوي غبي,0,0
1,مافيه غريب مثل جداتها كانو فارسات,0,0
0,و البغال و الحمير لتركبوها,0,0
0,كلب الامه,0,0
0,يعطيك ويطع لبسك بتفكري حالك حلوي يخزكي,0,0
0,الله يكسر رجلج انشالله و راسج هم يا خايسه,0,0
1,خرفيناا القصه,0,0
0,شكون لي يديها والجنوب علاه مذكرتوش احنا قنالك راك تاع وفتنه البلاد نتاعكم,0,0
0,من سوا نفسه سبويس العبت في الدياي,0,0
1,يجبر بخاطركم زي ما جبرتوا بخاطر اختنا ربي يكرمكم و يسعدكم,1,1
1,ماشاءالله كم احترمك يابنت بلادي انكي تكلمتي بي لهجتنا المغربيه,0,0
1,احسنت يا ليليا الله يبارك فيك,0,0
1,الجيش هو المكن الدعم السريع وخلاه يكون عندو اراده مستقله كمان,0,0
1,ياريت كل مناطق لبنان تكون هيك، اناقه ونظافه، والله يبعت الخير لنرجع نشوف بلدنا بارقي واجمل صوره ونكون قدوه لغيرنا,0,0
1,والله مشكله المي بالاردن صعبه الله يعينن بلد بتجنن وشعب بجنن بس المي مشكله انشالله تنحل,0,0
0,عار عميل والخيانه,0,0
1,رحمه الله تغشاه ويسكنه فسيح جناته والفردوس الاعلي من الجنه وجميع رفاقه وحفظكم الله ياشيخنا,0,0
1,بالشفاء والهناء احنا الحق نطيبوها مع الكسكسي ونعملوها بالقديد بنه عالميه,0,0
