text,dialect_label,region_label,sentiment_label
لاحظو عندو احتقار المراة ، حتي زوجته يظهر عليها انها تتلقي اوامر وهي تطبقها ، نحسها مقهورة، يستعرض بيها فقط كواجهة جميلة,5,0,1.0
غادي ندير سلسلة عن قصة تجمع بين الفساد القضائي و الاداري و استعمال الادارة للابتزاز,0,1,0.0
كفووو بنتنا,13,2,1.0
مسخره برعاية حكومية والنعم,5,0,0.0
ونعم بك دامك مع الوحدة الوطنية والله انك بنت اصول ونعم ببنت يافع,17,3,1.0
لا تلتفتي سيري قدماا الي الامام,9,1,1.0
هوه خيط دفتحي والج بيت ركن بل جنه,8,1,0.0
حكومة تتقي الله و تخافه ولا تنتمي لاي حزب او جماعات,17,3,1.0
روعة وجمال وفن معماري منقطع النصير اليمن مهد الحضارة,17,3,1.0
جات اشرتله بالقهوه خاليتقهوي عندك,6,2,1.0
مفروض تغيير كل الحكومه مع العليمي,17,3,1.0
بس شاطرين البهايم. نسخ. لصق. من غير تاكيد وتحقيق. يلعن اللي. ربط الكر. وفلتكن.,5,0,0.0
بس الاكراد في منهم كثير محترمين . مش شرط,5,0,1.0
يامشرد تفريق الخليج هذي امانيكم لكن خسئت يا فلسطز,13,2,0.0
تستاهل الكويت ي جعل ايامهم كلها فرح,10,2,1.0
احلي تحيه لاحلي وانغش ام اردنيه,5,0,1.0
تلج راس كل اماراتي يعل ربي يرزقك الصحه والعافيه وطول العمر يارب العالمين,3,2,1.0
نسال الله ان يعينك حياة الغربة صعبه مش زي بلادك اقسم بالله,8,1,1.0
جنوب لبنان حلو اكثر من الشمالي رح تستمتعي بس تروحي هناك خاصه مدينة صور وبيروت,7,0,1.0
صدق من قال اعطي الخبز لخبازه . شيف ياسمين مجتهدة ودارسة بعمق ومثقفه واثقة من نفسها راقية جدا . كل الاحترام والتقدير شيف ياسمين.,5,0,1.0
يا بنت فيلاج اللفت انتم تستيقظون يوميا علي ان 50 عام من ضياع المليارات علي البوليساريو لزلت الصحراء في مغربها والمرتزقة في تيندوف والجماجم في المتحف,9,1,0.0
انا تونسية و نفتخر ببلادي برشا و مرحبا بالكل,16,1,1.0
كمية الفخر الي حسيت فيها لاني من فلسطين بس مش احنا افضل اشي صار في حياتك انت افضل اشي صار في حياتنا استمر يا بطل❤️,11,0,1.0
ابو تيم امك مرضعة الشارع بتاعكم والجيران ياشوية خنازير ياانجاس,1,2,0.0
ربنا يفك كربه والله من الناس المحترمه والجدعه جدا,2,3,1.0
كذبت انت امورك طيبه في قطر دانق,17,3,0.0
لبنان جميلة بجمال وطيبة اهلها وطبيعتها الخلابة والصورة توضح اثر طعامة اكلهم ماشاء الله,7,0,1.0
ما شافت الايراني و الروسي و العراقي و الافغاني و اللبناني و لبيك يا زينب و لبيك يا حسين و يا علي و با قرود السود ما كنتي تشوفي يا عكروته,15,0,0.0
بلد المليون ونصف مليون شهيد,0,1,1.0
الله ينصركم علي الخونه سيد الرئيس قيس سعيد، تحيا تونس,16,1,1.0
جعلش جلطه ي تافهه,17,3,0.0
مرحبا بيك يعيشك علي كلامك الحلو اخوتك من تونس بلادك انت زادة,16,1,1.0
وانتي شن شكلك ياسمحة .شكلك غوريلا,8,1,0.0
سجاح داشره وقحه سافله,17,3,0.0
خلينا نحكي بعقل ومنطق مش بعواطف جياشة . لا يقارن ايام زمان بايامنا نهائيا . راتب 300 زمان كان غني والناس تتداين منه ويسافر فيه كمان اما هسا ما يكملوا معه نص الشهر وفوقهم بتداين اضعاف! شايفين اسعار اجارات البيوت ؟ طيب شايفين اسعار المونة والمحلات والاثاث؟ طيب شايفين اسعار اقل اقل اقل الامكانيات الاساسية كم بتطلع ؟ مهو بتروح علي مول تجيب اهم احتياجات بيتك بدون اي رفاهية وكماليات بيطلع 100 ليرة اقل شي كل نزلتك ! بلاش نضحك علي بعض .ونحط حجج برواتب ورفض الناس الها. ولا تسترخصوا الحياة وبنات الناس . الشب لما يكون واضح عليه الرجولة والاخلاق فعلا وسلوكا وشهامة وحنية واحسان بنعطي ويكرم بس شايفين قدامنا شو منتشر مظاهر فقط انهم اهل دين واخلاق والمخفي سيء خيانات وقلة مسؤولية واصل الا من رحم ربي الشرفاء وقلال من الجهتين!,5,0,1.0
كذاب منافق ابن حرام صهيوني,7,0,0.0
شفت وجه محمد بن زايد تقول سلوقي,13,2,0.0
قول ليهو يضيف الاتي: وحيد القرن: خرتيت فرس النهر: قرينتية السلحفاة: ابوقدح الخنفساء (الجعران): قرنبوع العنكبوت: شبتو او شبشة الذئب: مرفعين الثعلب: بعشوم القدم: كراع الرغيف: عيش,14,3,1.0
التغيير هذا جاء بمكانه الناس كانت تشتكي من الموضوع من زمان,13,2,1.0
الاصيل ظهوره اصيل والاصيل يبقي اصيل تحياتي لك الارتيست انتاعنا♥️,0,1,1.0
استمرار لبنان الي هذا اللحظة بكل الظروف السيئة المحيطة به والاحوال الصعبة بل والمستحيلة في بعض الاوقات يعود الي عظمة شعبه وحضارته,7,0,1.0
يبكي مضاقش العصا كيف بوه ياعن بوه بوه,8,1,0.0
اول خطوة تعبر عن نجاح الحكومةالجديدة: فرض هيبة الدولة والقانون وضب عصابات الزعران تجارالمخدرات الذين يتبعوا لبقايا النظام السوري السابق بقيادة زعيم تجارة المخدرات ماهرالاسد واعوانه من كبار ضباط المخابرات السورية المتواجدين بلبنان والعراق الذين يشاغلوا الحكم الجديد بسوريا لافشاله.,7,0,1.0
تره الغيمه الثجيله هوه حمار و روح ابحثوا و تاكدوا,4,0,0.0
بالتوفيق اختي الكريمه راكي منورة,9,1,1.0
علاش ماهزوش ليهم باقات ورود لك الله يا تونس التوانسا تغيرت طباعهم ما كانوش هكذا المدة الاخيرة زرت تونس بصراحة لقيت غلضة في التعامل و لهفة علي البتزاز في الكثير المهم كي لا نعمم فيه ناس يحشموك من طيبتهم و هذه الطفلة غير متربية الحياء نصف المراة و هذه لا حياء فيها,16,1,0.0
هوا صديم بشر لي يسمي صديم بشر اكيد حيوان,4,0,0.0
ي اخي تدري ان الواحد يفتخر فيك كونك يمني وفي دوله اجنبيه تمثلنا والنعم فيك ميات ❤️‍ ❤️‍ ❤️‍,17,3,1.0
بدنا حرب بلا مفاوضات بلا بطيخ,2,3,0.0
شحادة اكابر,11,0,0.0
طرح الموضوع بهذه الرقي والوعي يدل علي خبرتچ وحرصچ علي التوعية، بالتوفيق دكتورة ✨,4,0,1.0
حزب الله سرطان لبنان، السرطان ما بيتعالج، يستئصل بس,7,0,0.0
ملكة شرقاوية يلي بي يخدك كلب انتي كلبه زيهم عقبال تجبو جراوه,8,1,0.0
حتي اذا ستلمة مكفة بالعافية عليك خالي انتة تستاهل تمثال,4,0,1.0
اهلا وسهلا فيك ببلدك وبيتك الثاني لبنان,7,0,1.0
من اين له هذا بابا سنفور؟,5,0,0.0
اللي عاجبني في الحلقه دي بالذات انك مدرك ان ماينفعش فيها افيهات او كوميديا وفضلت محافظ علي تون ثابت,2,3,1.0
الولية اتجننت,2,3,0.0
كون جات شطاحة و تنشر في الرذيلة القنوات كامل يستضوفها سياسية التجهيل,0,1,0.0
مش غريب هالكلام عيلي بيكره لبنان ، فعلا تعبنا و بالاخص انو فالج لا تعالج .,7,0,0.0
في ناس سافله ما بينرد عليها بعدين شو دخلها بالنظام الايراني. تطلع علي الانظمه العربيه تطلع علي نظام لبنان يخزي العين وسم الله شي بيرفع الراس حراميه وكلاب. وعنصريين وحاليا جيش لحد علي موسع بشكل كامل تروح تنضب غاده بطيخ,7,0,0.0
كل الحب نعطيه لوطنا بدون تفكير,13,2,1.0
اعتقد انه موجود في المكان رغم ارادته لانه مضطر ينفذ تعليمات رؤساء العصابه فين ثروات البلد يالاه فين فلوس القروض فين عائد المشروعات يا مواشي,2,3,0.0
من سوا نفسه سبويس العبت في الدياي,12,2,0.0
ايه يا ليام الوقت نتاع احيدوس والمايسترو.,9,1,1.0
ضحكة ليفي عليكم في بنغازي يا زمزاكة عقب طليان والمصريين,8,1,0.0
يارب يامن انت مجيب يارب العالمين ياارحم الراحمين يارب العالمين اللهم اجعل هذا البلد امن سخاءا رخاءا وسائر بلاد المسلمين يارب العالمين يامن انت مجيب يارب العالمين,8,1,1.0
الدولار نزل والسلع بتولع الله يولع في اللي بيغلي عالناس,2,3,0.0
مبروك ولابسة قفطانك هويتك وتقافتك وتبارك الله عليك وخلاص,9,1,1.0
",الله لايرد ولا يردها يافيروسات عنابة",0,1,0.0
حكومة ضاربة المواطن بعرض الحائط,5,0,0.0
دي فاجره من زمان,2,3,0.0
بس الشرع ارهابي و كل دول العالم و الشعب السوري بيعرف انو ارهابي,15,0,0.0
طالعه ويه فاطمه قندار فد شخصيه عاد شلونج انتي وياها استغفر الله ربي شنو هالشكولات التطلعلي,4,0,0.0
ياخي قناة ياخي ما لقيتو ما تجيبو تجيبو مغنيات الكابريات تفوه عليكم لا نتم اعلاميين مستوي منحط,0,1,0.0
مبروك يا ريس. بحمي الرحمن,15,0,1.0
الشعب المصري يقف بجانب الجيش المصري قلبا وقالبا وايضا الشرطة المصرية قلبا وقالبا وايضا الرئيس المصري عبدالفتاح السيسي اضرب ولا تبالي وتحيا مصر تحيا مصر تحيا مصر,2,3,1.0
موقفها ده موقف للتاريخ سجلت نفسها باحرف من ذهب رغم تحفظاتنا عليها السابقة بس في الموقف ده احترمتها شديد ✍,14,3,1.0
مشاء الله شحال شابة بنتنا ⁦ ⁩والقفطان جزائري⁦❤️⁩,0,1,1.0
احزاب فارغة نقابة العمال ميت صحافة مطبلة رنا في طريق صحيح للهاوية,0,1,0.0
هانتا قلتيها . رطب معندو ميدير فبلاد رجالا,9,1,0.0
محلوق الشنب لازم يادخلو ابوهم السجوان,17,3,0.0
التحية للقوات المسلحة السودانية منصوريين باذن الله . وعدوكم مدحور مهزووم باذن واحد احد.,14,3,1.0
عزيز مصر ربنا يرحمك يا شهيد مصر ❤️,2,3,1.0
افضل قرارات تتخذها السعودية راح يفيدنا مرره,13,2,1.0
مفهمتشي انا فعوض منهضر علي ناس لي كيعانيو غنوض نضرب فمدينة مغربية ومغاربة فحالك فحالوم وباز,9,1,1.0
والله انك نعمه ياولي العهد,13,2,1.0
علي انك جحش وغبي . ومستحيل تكون غير قاتي معفن بس في موضوع غزه فعلا ليش نعمرها للنجسطينيه دمرو بلدهم ياكلو تبن يعمروها بكيفهم السعودية والسعوديين اولي من اي نجسطيني,13,2,0.0
محترم ولطيف متلك ياوقحة ؟ الله يحرمك عقلك متل ماحرمك الدين والشرف,15,0,0.0
شكد انسان راقي ومحبوب و هادي وتحس بالمتعه وانت تسمع صوته وحواره كل التوفيق الك انس بوخش متابعيك من العراق,4,0,1.0
احكمي بنتك وربيها شوي وخليها تحترم روحها التقوحيب نتاعها هوا الي وصلها للشي هاذا يابن عمي راي شرفكم والا معندكمش رجالة في الدار احكمو ملاهطكم علينا جاية تندبي هنا معندو ماينفعك النديب تكمل حبسها وعاوديلها الرباية,0,1,0.0
كلشي مايصير كله كذب وتهويل من الطرفين,4,0,0.0
الله ياخدك!,7,0,0.0
يا ربي يفظلكم وينوركم وانت واختك محلاكم اما امي وردة طيحت عليكم الزين والعين ما شاء الله,16,1,1.0
عصر السقايط والمعاتيه والتفاهات,5,0,0.0
نشوف ملي جا هو تسڨمت ليكيب وقف الله يبارك,0,1,1.0
هو صدام شكله للقاضي كله لو ما امريكا لا انته ولا ابوك يكدر يجيبني هنا احنا مال منريد امريكا هاي سالفه خربانه امريكا قوي عظمي لعدة اسباب ومحد يكدر ينكر هذا الشي وشوف السعوديه من صارت صديقه لامريكا كل العالم كام يتلوكلها,4,0,1.0
ياعم الدولة كلها فساد هيا جت علي الرياضة ما كلها فساد في فساد,2,3,0.0
بسم الله ما شاء الله اللهم احفظ اسرانا ومسرانا,11,0,1.0
حفض الله اسيد وقوته,17,3,1.0
حميتدي مجرد عبد مطيع خائن عميل مرتزق رخيص فقط لا غير دولة العاهرات هي الكل بالكل,14,3,0.0
لكي دخيلووو ماازكئ صوتك الحلو كله شجن وجنان وعشق وشوق واحساس,17,3,1.0
لعنة الله عليك وعلي المعاك يا عمر البشير في تفريط جبل عامر,14,3,0.0
ستظل خنزير عرصا کلب ابن کلب ولو اعتزرت مليووون مرة,11,0,0.0
الغناية تفتق . اما الي قال 3000 سنة ما يضيعوش في غمضة عين نقولو راك جاهل تونس تاريخها كبير و الحضارة الامازيغية العظيمة توصل لل 10 الاف سنة و اكثر,16,1,1.0
حق البنات تفرح عاشو خوف مثلهم مثل كل الشعب,15,0,1.0
بلاد المسيح سلاما لهوية المسيح الناصررري الجليلي الموعد من صفورية المباركة بانبيائها . عم و انتشر و ملا الكون بسلام المحبة حاملا اسم بلده,11,0,1.0
قولها تقلع الماكياج وخوف بيها ذرالي فصيف هذا باش يرقدوا مع المڨيل,0,1,0.0
ان مع الرايس ونحبو الرايس,0,1,1.0
وجهك قاصح اي واحد يسب رب العالمين فهو كااافر بالاجماع تحية للقضاء المغربي,9,1,0.0
والنعم فيك وفي بومرشد اثنينكم اخوان وكفو تحياتي لك وله يا اخوي,3,2,1.0
ريح السد ،العاقبة للبقية مازالوا منهم برشي نراهم في الدبوات ومحلات التجارة وحتي في ورش الميكانيكا وطولة ودهينه وبيتزاريات,16,1,0.0
لقانك يا سلمي مبدعه ربي يحفظك وبتوفيق لقانك معيشتنا معاك واقعنا اللي نعانو منا,8,1,1.0
الله وناااسههه ذا القرار الزين,13,2,1.0
الحمد لله المراة الجزائرية مازالها فحلة و حرة,0,1,1.0
احنا يابني اصل الفشل,2,3,0.0
الله يصلح البلاد وخلاق,17,3,1.0
التجار واصحاب المحلات لاعبين خلقه بل بلد يلموني فلوس يظمون ببيوتهم والاذيه عل موطن من النفايات ومن استغلال الشوارع والاماكن العامه ومن تشغيل الاجانب بثمن بخس واخفائهم عن القانون لابد من الضريبه حالكم حال الدول,4,0,0.0
حبيبتي رحومه ربي يحفظك ويسعدك ويوفقك ويبارك بعمرك ويفرح قلبك وحياتك كلها يارب احلي كوتش والله ربي يشفيك ويعافيك ويمدك بصحة والعافية يارب العالمين,8,1,1.0
هولا هم العفاشيين هكذا كذب ودجل طوال عمارهم,17,3,0.0
صحيت منجية عبيدي اما شوي اختي رانا تعبنا منهم وكثرو بررشة يولدو ويكدسو في الذري الحرام يوميا,16,1,0.0
تونس تشبه الوردة في قلبي يوجعني شوكها و منخرجهاش .وكي ننفكرها ما نتذكر كان ريحتها البنينة و زينها و عينها .تونس في قلبي كالجوهرة النادرة الي تضوي في الليل . تونس في قلبي تجري في دمي ❤❤❤,16,1,1.0
حفظك الله ورعاك. ❤,14,3,1.0
يا صدام واحد اخيس من الثاني,4,0,0.0
اقوي تشبيهه فعلا سايكوات زي بعض,8,1,0.0
يا عمري حتان بكيت الحمد الله ربي نصرك الحمد الله,0,1,1.0
معطين هالعلج اكبر من حجمه,1,2,0.0
اي والله عود ليش,4,0,1.0
لانه احنا سقط,5,0,0.0
سبحان الله كنز,17,3,1.0
المسجد بناء في الحكم التركي ومكتوبالتاريخ عند الباب والاسم الان جامع هدية,8,1,1.0
سياسه شخبوطيه هزلت يا نكرة انت واش دخل جد ابوك في السودان,14,3,0.0
لعنة الله عليهم الله لا رحمهم,17,3,0.0
بنات بلادي. والله فخر نشاء الله تربحو حتي اذا مريحتني. عندكم حنا الله يسهل,0,1,1.0
السبة كويت لانهم حرموا عيالهم من الجناسي,6,2,0.0
يهبل طايحة عليه لي اسبوعين كل فترة اشوف مقطعين ثلاث وميزته خفيف واسلوبه ارتجالي وغير متكلف وصوت وتصوير حلو كانه يسولف علي اكثر من انه مقطع يوتيوب,13,2,1.0
وراه الجيش الحيواني تاعكم يجي يقابل ولا تهدرو غير فالمواقع لي سماكم حيوانات ماغلطش,0,1,0.0
فعلا اجمل وضعيه يخش,17,3,0.0
ليتك تشوف وجهك استغفرالله وبس,13,2,0.0
فلسطين الحبيبه والقدس العربية حريه حريه حريه غزة والعزة والكرامة وحريه حريه ✌️ ✌️,11,0,1.0
صح انا اجيت علي لبنان بيروت الضاحيه الجنوبيه وجرب المراء البنانيه جدا حنينه تخبل كانت تجربه رائعه,7,0,1.0
والله انت اللي اخرتك قربت ياعرص علي امك ياخاين ياعميل,2,3,0.0
بوركتم وبوركت جهودكم وكل ما تقدمونه من عون لشعب السودان بوركتم وبوركت جهودكم,14,3,1.0
يا بومحمد تعادل بطعم الخسارة والفريق قدم مباراة سيئة اليوم وعلي الاعبين مراجعة نفسهم نبي منهم اداء مضاعف في المباريات الجاية للاسف اخوي بو ابراهيم ان كلامك صح لكن نحاول نرفع من المعنويات فقط لاغير,12,2,1.0
يابن الحرام ياقواد يامشرد يامهان العالم يعرف حقيفة حماس صناعة اسرائيل كل خرا فمك,13,2,0.0
هيدي الثقافة القذرة يلي بدن ينشروها عنا فشرتوا بلدنا دافعين حقو دم ليضل شريف مش قذر متل امثالكم يا عديمي الحياء والشرف الحمدلله انو ما منشبهكم يا قذرين يا شاذين,7,0,0.0
الحمير علي اشكالها تقع,11,0,0.0
والله لو شيخ علم ما هتميتو منه لاكن فنان ماتقصرون قايمين بالواجب,10,2,0.0
لا حولا ولا قوة الا بالله العلي العظيم وحسبنا الله ونعم الوكيل علي المنافقين والظالمين والخداعين والمجرمين والجواسيس والمستعمرين لبلاد العرب والمسلمين,11,0,0.0
هاذو سلالة خريج بيوت الدعارة ولي احبهم هو منهم,16,1,0.0
احقر حكومه علي وجه الارض,8,1,0.0
يا اهلا بهل طلي للسيدة الاولي كل الحب و الاحترام نورتي ❤️,7,0,1.0
انتهي الدرس ياغبي بل بس,14,3,0.0
قريدس! شو هالنزوح الكلاس هيدا ؟,7,0,1.0
اهل عمان يحبوكم كلكم نتمني تزورونا و تشرفونا في عمان احس بفخررر,10,2,1.0
كل الاحترام والتقدير يا القائد عاش الرئيس محمود عباس ابومازن هو والزعيم والقائد,11,0,1.0
ليش ما فيه مشروع زراعي علي السد بدل الصحاري الي اكله البلد لو عليها مشروعات كان نص الشباب الي بل شغل اترزقت لا نقول الا حسبنا الله ونعم الوكيل في كل انسان ما بعمل بضمير,5,0,1.0
احلي طله واحلي صباح,7,0,1.0
هدي مريضه مسكينه الله يشافيها اما الجزايريات حرات مايديروش هاك,0,1,1.0
فساد بفساد بلد واقعه من طياره,5,0,0.0
احسن حاجه لما الواحد بلدو هي اللي ترجعلة اعتباره,2,3,1.0
رغم ماتقولون عنها و رغم ماتفعلون سابقي احب هذه الرقعة الجغرافية الصغيرة و ساحقق باذن الله المني فتونس بلد جميل قوي و اتعهد ان اناضل الي النهاية و اريد الموت شهيدة فقط لاجلها و يغلف تابوتي بعلمها,16,1,1.0
علي الجيش الامريكي ان ينسكب الي اهله فورا والي يتحولون الي رماد وين يروح المطلوبنا ترام ونتن نسرق النوم من اعينكم,4,0,0.0
ياعمري فنانة رائعه ومحافظه لها قامة فنيه عاليه الله يكسر ايدون يارب,15,0,1.0
ياحلونا ❤️,13,2,1.0
اي الكلام اللي زي الزفت ده,2,3,0.0
اي كس اختك في اجري ابن القحبه كس تختك ع اخت سوريا,15,0,0.0
السيد تبون يعمل ارض ارض ، حمد الله الجزاير راهي تسيير في طريق الصحيح وهدا برجالها ،,0,1,1.0
ماعندنا اسم شفا توني ادري انها اماراتيه ومحتواها يعلم الاطفال كل شي غير مناسب لهم والله سلوكهم استوا مب زين منها الله يهديها بس ويحفظهم اقرب مثال تعق الموبايل من الطابق الثاني وتجذب واخر شيء تعترف انه لعبه,3,2,0.0
بس اشوفهم احس الدنيا بعدها بخير وفعلا اكو حب حقيقي,4,0,1.0
كلوا صرامي لانه مااارح ندفع انفلقوا وتعالوا خدو الساعات شو بدنا نشتغل رقاصات مثلا لندفع,15,0,0.0
الحركة الماسونية قبلت انكم توصلوا و الا ما كنتي لا انتي و لا هو وصلتوا,15,0,0.0
حكومة الفساد احنا الشعب الاردني ما بتنفعنا,5,0,0.0
انا ابربرك يا مملوك عيال الاعور بني سعود ، مملوك حقير لا راي ولا شور ، عبارة عن مملوك من املاك عيال سعود النجس . القذارة والانحلال الاخلاقي الذي ورثته عن اباك و نشاة عليه لن يزيدك الا نذاله واحتقار تعلم تكون متربي افضل لك,16,1,0.0
انتي امراة قويه❤️❤️❤️❤️❤️ وجدعه,11,0,1.0
تنتخبي ولي لطيزي مو بحاجتك الشعب كلو رح يبايعو للابد,15,0,0.0
ايه ال فكرو دلوقتي اكيد في مصيبه ضد البلد,2,3,0.0
الزلام الغانمه مثلك تستاهل توصل لا اعلا المراتب موفق اخي,5,0,1.0
يقطع عمرك شقفة شبيحه والله مالك عرفاته شي من شي,15,0,0.0
فساد المزرعه السعيده ينخر شله حسبله دون قانون يحاسب، بلد فعطه، وشكله التوجه للسقوط، والشعي يدفع ضريبه الحراميه,5,0,0.0
احسان قدوة للكثير من الشباب و اللي كنعتزو بها كمغاربة الله ينور طريقك و مزيدا مم النجاح و التالق دائما,9,1,1.0
والله بسوق الغنم بيعرفو يتفاهو اكثر من هالبرلمان ههه,5,0,0.0
تؤبشي قلبي كنت شوف هالفيديو من زمااان وكان قلبي يحترق عليك انبسطت كتير بعد التحرير لما طلعتي بمقابلة وشفتك انك بخير,15,0,1.0
قروب كله صرصرية وقحااب شن دخلك فيه بس,8,1,0.0
الحلم ديالي نحضر لشي عرس بحال هادا,9,1,1.0
الله عليك يازول ازبوع ثاني وتصير. زول حقيقي,14,3,0.0
لازم يكون في مجلس للشمال متل مافي مجلس للجنوب يساعد اهل الشمال ويحافظ علي ابنيتها مثل ابنيه الجنوب لان الشمال ايضا تابع للدوله اللبنانيه مع ان زعماء طرابلس لا يطالبون بادني مستحقاتها بعكس زعماء الجنوب تماما,8,1,1.0
فليمت. الكلاب. بغيظهم. وليفقدوا. ما كانوا. ويتشدقون به. الافارقه. راحلون. وتونس ستبقي. شامحه. ابدا. الدهر,16,1,0.0
المراة الغزاوية تاج علي رؤوس العالم العربي والاسلامي,11,0,1.0
حلوه بس وايد حر ، لو تركبون تكييف علي الطاقه الشمسيه بتكون حلوه لكل الفصول,3,2,1.0
مفتاخرة ببنت بلادي ومدينتي احسن مثال للفتاة المغربية,9,1,1.0
الله يخلي لنا الرئيس احمد الشرقاوي ويطول بعمره وهو عم يساوي لمصلحه البلد وان شاء الله تتعمر وترجع مثل ما كانت واحسن يا رب يرجع الامن والامان يا رب ويرجع رئيسنا بخير وسلامه يا رب يا رب,15,0,1.0
ياخي لايمكن وصف رقي اخواننا وحبايبنا المسيحين بالادب والاخلاق والتعامل والطيب حقيقه,5,0,1.0
الاعلامي الحر تحياتي,2,3,1.0
اطلعي منه موضوع عادي فيه جو عندي ومش لازم سب و شتم و تشبه بالحيوانات,8,1,0.0
اول مرة نعرف هاد السيد برافو عليك,9,1,1.0
كلكم خونة وبايعينها التطبيع كفر وخيانة,8,1,0.0
القذافي رجل وطني وترنب رجل وطني والتبع دايمن يفرحون بي شي يهين القذافي,8,1,1.0
عاد باقي في رب ليش بتكذب اكبر اجرام وانتهكات في سيطره الاخوان في مارب وفي تعزعليكم عضب الله يا انذال.,17,3,0.0
اللي بيحاول ويستمر مهما واجه صعوبات، عمره ما بيخسر. كل خطوة، حتي لو صغيرة، بتكسر حاجز المستحيل,2,3,1.0
حفظ الله المؤسس الرئيس المعترف به من كل العالم,14,3,1.0
وابو مصطفي يبقي رئيس وزراء؟ كملت,4,0,0.0
في ناس مضايقه من هالرجل لانه جاي يحتفل بعيد ميلاد جلالة سيدنا ويعبر عن فرحته . الله يكفينا شر الحاسدين وناكرين الجميل وفضل الاردن عليهم,5,0,1.0
الله ينكبك ياريس,11,0,0.0
حفظك الله يا سيسي يا بطل يا شريف يا رجل الامن و رجل السلام ❤️❤️,2,3,1.0
يسقط وزير الكهرباء,15,0,0.0
وليتو كي الزوامل وليتو مقابلين غير التبركيك وتعاطيات ولا فيك شي سم وغيرة عمرني شفتهم فحياتي,9,1,0.0
سليلة المجد فخر وعز سفيرة لدولة عظيمة لدي دولة كبري يابنت وطني ياسعودية,13,2,1.0
هي من زمان عايزه تتفشخ علي اداءها الاعلامي البارد,2,3,0.0
بنت دقلة نور الجزائرية بسكرة ولادة ❤,0,1,1.0
انت اكبر حيوان شفتو في حياتي وكان جاء مديك النيف علي بلادك ما تروح حراق لبلاد القوادة بصح اقعد قواد,0,1,0.0
انتي بنت حرام,17,3,0.0
يقولو الاقولوهو نحن الحمد لله رب العالمين امورنا طيبة ومطرنا صااابي,14,3,1.0
ايييوي نايلية وافتخࢪ,0,1,1.0
يارب تعوض بابا علي قدر ماعزنا ودللنا يطول بعمره وعمر امي ويعطيهم الصحة والعافية,5,0,1.0
يصدروا كل حاجه وحرمونا من خير بلدنا,2,3,1.0
والله انا يادكتور جبريل متفائل بيك شديد الوزارة دي ما تفكها نهائي,14,3,1.0
قرارات تبرد القلب,13,2,1.0
اللي طلعت بتمثل نفسها والله في كتاار بنات عنا بيشرفو الشرف بذاتو,15,0,1.0
رجل دوله يحب النظام ولقانون عكس الرباح الذين يسعون بلارض فساد ويعشقوتدمير الوطن ولمواطن من هو مع الله ومع المواطن ربنا با ينصره,17,3,1.0
اخطاونا يهديكم لكم دينكم ولينا دينونا,16,1,1.0
حسبي الله ونعم الوكيل فيهكم عيب عليكي,17,3,0.0
ياحظ المنتدي فيكم اثنينكم,13,2,1.0
جهود مقدره وبارك الله فيه معالي الوزير,5,0,1.0
ما اثقل دمكم الثنتين,5,0,0.0
فعلن كلام بخزي. الدول بتفكر صنع صواريخ وطيرانواحنا بنقول زباله وكاميرات. كمان بطلع مسؤول بقول سعر العوامه مستقر في رمضان مافي زيادهياعيب الشوم علي هيك مسووليين.,5,0,0.0
هاو هي تشرب وتغني في الكباريات والملاهي الليلية,0,1,0.0
كل الاحترام للدكتورة ليلي لتحليلاتها الهادئة ولعقلها الراجح الذي يفوق عشرات المحللين والاعلاميين.,7,0,1.0
سوري ابو مخطة نسيت كيف انحلقت شوارب شيوخك,7,0,0.0
وين الحلويات بالموضوع يمعودة دكولي ياالله شجابجن ع الحلويات كولي حمظيات بيها مجال,4,0,0.0
حماكي وحفظك الله من شرهم,7,0,1.0
بالله راكم درهتوها اتجيبو فالتونسيات وتقولو عليهم ليبيات .مصمصو افامكم بالزهر قبل ماتحكو عالليبيات,8,1,1.0
بعيدا عن البلد واهلها البنت يلي واقفة بجنبك تجنن حورية هاربة من الجنة,15,0,1.0
عليك غضب الله يا داشر انت وبنتك عاريت القيم ولجسد يعلم الله من اين اتابكم البحر الا شواطي اليمن قبحتم انت وعحوز الشيطات توكل خريه,17,3,0.0
مافيه نص ديني يقول بهذا الكلام هذه عادات وتقاليد اجتماعية متخلفة.,14,3,0.0
نعم والله لا يصلح رءيس ،هذا يهودي كلب لعنة الله عليه,7,0,0.0
دوري بايخ مثل وجهك منافسة فيه معدومة,6,2,0.0
تعجبني الهدرة في الوجه,0,1,1.0
ههه عمي تبون لا يضلم عنده احد و اللله غير زعيم يا خاوتي و الله لو في وقتي كان عمي تبون ما نمشي الغربة,0,1,1.0
كانت الناس عايشة ببساطة مافي تكلف او تصنع كنا مبسوطين,15,0,1.0
هو شخص مريض جدا,13,2,0.0
حاطة روحها ملكة جمال وهي قرعة جفال✨,11,0,0.0
هدي عااار علي بلادي هي لاتمث الجزائر لكن تمثل نفسها بائعة الهوي,0,1,0.0
جرذ الحفرة عاش ظالم وقاتل ومات ظالم وقاتل ومصاص دماء اسال الله بحق محمد وال محمد ان يحشرك وكل واحد اعرابي معاه في جهنم,4,0,0.0
ذاك الاسبوع رواتب ماكو,4,0,1.0
الامير مشعل وفهد اليوسف حولو دولة الكويت لا قريه الكوت,6,2,0.0
كلامك رايع وجميل وجواهر انسة روعة كلام من دهب وكلام صحيح مية مية,5,0,1.0
