Comment,dialect,platform,Category,label
المغرب ديما تراند في عالم لانه هو تاريخ وحظارة والأصل والكرم ونخوة من قدم زمن,Moroccan,IG,Socialite,P
🤲حنا لبعضياتنا الله يحفظ بلادنا وملكنا وشعبنا 🇲🇦❤️,Moroccan,IG,Socialite,P
ملي بديتي كاتدوي على المغرب تبورشت والله ما عرفت علاش حيث حنا بزاااف عندنا تنوع لا يمكن فكل شيء 🇲🇦,Moroccan,YT,Socialite,P
واخا غابرا على القناة ماشي مشكل مدام كنشوفوك فمنصات وقنوات أخرى..كنتمناو لك التوفيق فجميع مسيراتك ان شاء الله,Moroccan,YT,Socialite,P
فيديو فيه بزاف ديال تشجيع ديال الثقة ف النفس ديال الاحترام ديال الأشياء الايجابية تبارك الله ملي كتكون البنت محترمة كلشي كيحترمها تبارك الله عليك بنت بلادي مزيد من النجاح إن شاء الله🇲🇦️,Moroccan,YT,Socialite,P
ماحسيتش بالوقت حتى كمل الفيديو. برافو احسان بالتوفيق لك,Moroccan,YT,Socialite,P
شكرا ليك والله يحفضك لواليدك تعرف انا متبعاك مند اول فيديوا شكرا ليك وانك مغربيه,Moroccan,YT,Socialite,P
شكون لي فهم الريفية ،انا من الحسيمة فهمت كولشي، فخورة بيك إحسان إنو,Moroccan,YT,Socialite,P
كتحس بطاقة ايجابية من اول الفيديو الى اخره و براحة نفسية سبحان الله كلامها كلو كيوصل .....جميلة متالقة متخلقة متمكنة رزينة ماشاء الرحمان نفتخر بك,Moroccan,YT,Socialite,P
كملي فلمحتوى ديالك أإحسان حيتاش غتنجحي فحياتك كتر أكتر وخا نتي راك ناجحا فيها بزاف ️,Moroccan,YT,Socialite,P
إحسان أكتر وحدا كنبغيها️️,Moroccan,YT,Socialite,P
عجبني احترام ديالك لصابر من بعد مدار فديو ايفطر في كازا او ستني حتا لاح هو عاد لحتي,Moroccan,YT,Socialite,P
صابر باينة قلبو بيض الله يشافي ليه ختو و يعوضو على كاع دكشي لداز منو❤,Moroccan,YT,Socialite,P
اول مرة نشوف هاد الولد ناااااضي تبارك الله,Moroccan,YT,Socialite,P
صابير الانسان المتواضع لي الشهرة مبدلاتفيه والو انسان صبور وخدوم ومغربي اصيل,Moroccan,YT,Socialite,P
احترامي خاي ياسين على اللباقة و الادب ديالك فالحوار مع جميع الطبقات الاجتماعية.,Moroccan,YT,Socialite,P
كمل الفيديو حتى الأخر فيه عبره زوينه لشباب,Moroccan,YT,Socialite,P
برغم اختلاف الطبقات الأجتماعية بالتواضع ديالك كتخلي الواحد بطريقة غير مباشرة اتشجع الله اكمل عليك بالخير,Moroccan,YT,Socialite,P
صراحة تفرجت فالفيديو كامل عجبتني هد الكليسة مع صابر ولد بلادي تحياتي لك اخي ممباح شكرا على الفيديو,Moroccan,YT,Socialite,P
اول مرة نعرف هاد السيد برافو عليك,Moroccan,YT,Socialite,P
زوينين ما شاء الله ❤,Moroccan,YT,Socialite,P
تبارك الله عليكم بجوج بيكم واعرين طوووب عجبتني الحلقة كنتمنى ليكم الأفضل دائما,Moroccan,YT,Socialite,P
خويا ياسين تبارك الله عليك كيعجبوني فيديوهات ديالك كنتموتيفا منهوم,Moroccan,YT,Socialite,P
هنا فين تبا لك المغرب موروكو واحد ياكل بيده والاخر ياكل الفرشات والموس ههه بصحتكم الفطور اخوتي هذا هو الشعب المغربي لا يوجد فرق بين غني او فقير المهم ان نكون شعبا واحدا,Moroccan,YT,Socialite,P
تحية ليك الشاوني ، فكرة زوينة. مرحبا بالضيوف المحترمين عندنا في بلادنا المغرب,Moroccan,YT,Socialite,P
تستاهل الواحد يتبعك لانك كاتعطي صورة زوينة على المغرب وقلبك بيض الله يعاونك ويسر ليك كل ماصعاب,Moroccan,YT,Socialite,P
الله يحفظك يارب من الشباب لي كنفتخرو بهم 🇲🇦🫶,Moroccan,YT,Socialite,P
إنسان مكافح وطموح ربي معاه غايرزقه من حيث لا يحتسب,Moroccan,YT,Socialite,P
الله يوفقك صابر عزيز عندي كندعي معاك لانك تمرمدتي مزيان ومازال كنتمنى تقرا لغاتدير مجهود وقرى اللغات لانك محتاجها فخدمتك حاليا. الله يوفقك ياربي,Moroccan,YT,Socialite,P
أكثر إنسان فالسوشل ميديا، كنحسوا كيشبه لي، الله يسهل عليك خاي ديالي.,Moroccan,YT,Socialite,P
الله معك اوليدي تستاهل العز والخير لانك تحكرتي وضربتي تمارة وربي عاونك لانك وقفتي مع عاءلتك ومع اختك حنينتم لي تكلم عليك من نهار فصاعدا راه مريض الله يرزقك اكتر بكيتيني🇲🇦🇲🇦,Moroccan,YT,Socialite,P
خويا راك راجل حتارمتك اولد بلادي ربي يكمل عليك,Moroccan,YT,Socialite,P
برافو صابر خويا خدمة نقية هادشي لي بغينا نعرفو على بلادنا ويتعرفو على التقافات المغربية عمل جبار هدا خويا صاببر بغينا هاد محتوى لي يطلع وندعموه ماشي تفاهة وتخربيق خاوي برافو برافو صابر,Moroccan,YT,Socialite,P
برافو ليكم اجواء اكثر من رايعة بين الاخوة المغرب و مصر مرحبا بهم,Moroccan,YT,Socialite,P
صابر خويا خدمة فايتة نقية لهيه برافو كونسيبت واعرررا الله يسهل عليك,Moroccan,YT,Socialite,P
غادي وتزيد تكبر فعينينا . اللهم بارك خويا صابر,Moroccan,YT,Socialite,P
تبارك الله طلع ليا فيديوا ديالك واعر بزاااف والله أحسن صدفة إستمر يا بطل  برااافو عليييك حيت جمعتي مابيين صناع المحتوى 🇪🇬️🇲🇦 ديييييما مغرب,Moroccan,YT,Socialite,P
راك غزال ربي يوفقك,Moroccan,YT,Socialite,P
انا نلعب معك خاي شاوني.اولا نكون معك وتحياتي لك راك ناضي والله,Moroccan,YT,Socialite,P
أحسن خط وسط ف التاريخ من بعد ايت مودريتش غ عطيني فرصة,Moroccan,YT,Socialite,P
اوا اجي تشوف الغرب وتشوف الجنة فوق الارض,Moroccan,FB,Socialite,P
"طر طر على وشحك",Moroccan,FB,Socialite,P
هيام حشومة عليك كان خاص الفيديو يكون فيه ساعتين ماشاء التناسق ولكاريزما بيناتكم وطريقة الهضرة ديالو عليك لواحد ما كايشبعش منها ماشاء الله عليكم,Moroccan,YT,Socialite,P
هيام الفيديو واعر عفااااك بغينا مقلب عفاك,Moroccan,YT,Socialite,P
واخيرا هيام اشتقنا لك راه الفيديو واعر زوين بزاف,Moroccan,YT,Socialite,P
صرحة كتعجبني علاقتكم كتجيني أقرب إلى الحقيقة عكس الأخرين كتجيني علاقتهم مصطنعة وصرحة حتى علي كيبان حقيقي وضريف ومتوضع كيدخل القلب وكيبان صديق حقيقي ماشي استغلالي,Moroccan,YT,Socialite,P
فيديو زوين عفوي ان شاء الله المزيد من التألق ونشوفو فيديوهات واعرين انا عندي عتاب واحد بغينا الترجمة المرة الجاية شو بيقول علي,Moroccan,YT,Socialite,P
علي الوحيد لي كيبغيك او يخاف عليك مسكين ضريف او هوا لي كيبغيك ديال بصح يارب تحفضكم من كل شر يارب ❤❤❤❤❤خمس او خموس عليكم,Moroccan,YT,Socialite,P
الفيديو كيحمق والله ️,Moroccan,YT,Socialite,P
الفيديو كيحمق و الله او الفكرة متعوب عليها برافو عليك ️️🫶,Moroccan,YT,Socialite,P
حلو كتير ڨديو ما إقدر أصف جمالو زوييين,Moroccan,YT,Socialite,P
فيديو غزال بتوفيق,Moroccan,YT,Socialite,P
شكرا بزاف ،والله عجبتوني بزاف,Moroccan,YT,Socialite,P
حبيتتتتت فديو زوين ماشاء الله الله يحفظكم لينا 🫶🫶🫶🫶🫶🫶,Moroccan,YT,Socialite,P
🤎🤎الفلوغ واعر بزاف و الله شحال ضحكت ميمكنش و كنبغي نشكر هيام وعلي على هاد الفلوغ ❤❤,Moroccan,YT,Socialite,P
صرحافلوغ زوين بزاف برافو علوش استمر أنت إنسان ليق بك النجاح ومتميز جدا,Moroccan,YT,Socialite,P
"أعطى الله الخير في المغرب فين ما درنا نلقاوا التمور معروضة للبيع كاين الجودة والثمن مناسب الحمدالله والشكر لله.....",Moroccan,FB,Socialite,P
زوين تبارك الله بزاف,Moroccan,YT,Socialite,P
هادشي زينننننننننننننن لعقبة لفيديوا جاي,Moroccan,YT,Socialite,P
مت ضحك مومنتات بينهم عسل عسل يارب تحفظهم لينا يارب اموت لما علي سوا تركيب اوييييييلي الشوهة ️,Moroccan,YT,Socialite,P
مشاء الله داداا والموتشو غزالييين وظريفين وكيبانو حنانيين غير مالتعاطف ديالوم مع كل قصة. عجباتني الحلقة بزاااف والضيوف كانو فالمستوى تبارك الله عليكم أكوتر وأيوب❤️❤️,Moroccan,YT,Socialite,P
دراري نقيين واعرين بززززاف نيڤو ديالهم طالهم السيد لي شعرو زعر حنين و دادا مربي متخلق ماشاء الله,Moroccan,YT,Socialite,P
ولدك كيبقى ولد بالدك حتى في الخسارة جا هانا السكيتوي عنقو ما اجمل تبادل الأحسيس على كل نتمنا التتويج منتخب الأردن في قادم الأيام على قبل السلامي الرجل يستحق الذهب ❤️,Moroccan,FB,Socialite,P
😍😍😍😍😍احببت هذه المبادرات مكرهتش نكووون معاكم ونخارط بحال هاد العمل زوييين والنبيل تبااارك الله عليكم,Moroccan,IG,Socialite,P
ما كاين حتى شي تخوفات بالعكس الذكاء الاصطناعي التنمية,Moroccan,IG,Socialite,P
"باش تعرف مجاتش بالفقر ولا الغنى جات بالتربية والدين ، كاين لي كيرجع الواحد على درهم الى ناقصاه فالصرف .
الله يهدي ما خلق",Moroccan,YT,Socialite,P
برنامجكما اكثر من راءع لكن كتغبرو بزاااااااف,Moroccan,YT,Socialite,P
هدشي زوين اخالي اشتقت الى هذه العادات في تمازيرت يا سلام لا يعرفها الا من عاشها ❤❤❤ 🎉اسعد ربي اوسلي اتنيسمون ربي تمونت نودي تامنت ❤,Moroccan,YT,Socialite,P
عرس كله حياء وستر وعفاف وجود وكرم الامازيغ اطيب خلق الله واتمنى السعاده للعروسين😊,Moroccan,YT,Socialite,P
آه كم اشتقنا إلى هاته الاجواء البدوية الجميلة ❤❤,Moroccan,YT,Socialite,P
"الحلم ديالي نحضر لشي عرس بحال هادا
🥹🥹🥹",Moroccan,YT,Socialite,P
قرية أدار  خلدت مع برنامجكم الرائع ذكريات لا تنسى أسأل الله لك التوفيق والسداد,Moroccan,YT,Socialite,P
راها كرغلية بغات تفوت لينا الميساج ديال رانا منحبوكمش يا المغاربة نحبو غير قفطانكم وطواجنكم وصالوناتكم وتراتكم باختصار نحبو كل ما هو مغربي الا المغاربة فهم تسطى مع شعب أين ابي ومن هو جدي وشكون حنا  تحبكم حبة إن شاء الله يا المساخيط,Moroccan,YT,Socialite,N
شوف دابا هادو شراو كلب سدو عليه تاقربو إيديرو عيد ميلاد عاد حلو عليه تفو على قحاب,Moroccan,X,Socialite,N
ولاكين يصديقي خاس حتى نتا تكون بيض وزوين باش تقول هاد الهظرة يالهرگاوي,Moroccan,X,Socialite,N
امريكا لاتنية فيها تيتيز وليني خصك تكون حميدة باش تقبل عليها و ترتاح,Moroccan,X,Socialite,N
غير حيت نتا حازق داكشي باش كتفكر هاكا اما هادو راه كيعرضو عليهم العشا وكيوصلها حتى لدار ماشي وجنتل مان بزاف عليكم يالمحكطين,Moroccan,X,Socialite,N
ويسحابليك الايطالية غاتخلص معاك؟؟ هههههههههههههههههههههههه وتجي وبيديك خاوين نزيدك حاجات اخرين ولا بلاش,Moroccan,X,Socialite,N
غير اللي سمحات فيه صحبتو كاييقى يكتب أمي قبل كل شيء…دابا عاد يانتلك أمك امسخوط الوالدين,Moroccan,X,Socialite,N
شي وحدين فالتعاليق احقا راجلها كيتنمر على الناس،ايوا تنمر عليه هو ولا حادگ غير فالوليات اشماتة,Moroccan,X,Socialite,N
لعنة الله عليك في هاد شعبان,Moroccan,X,Socialite,N
ايوى ملي كتشوفوها خايبة علاش اودي ملي خلقتوها ماتقنوش خدمتكم ياك نتوما لي خلقتوها.. مابقاتش فالشوفة. شحال من وحدة وواحد زوينين وفيهم فعايل ديال الشيطان وماتقدرش تعاشرهم ساعة ديال الزمن .. اتقو الله,Moroccan,X,Socialite,N
سير يا الكلب حتارم راسك . زوينة كتعجبني و مربية و مزوجة و قارية تفو دري مسموم ياع,Moroccan,X,Socialite,N
هاد عاشقين الطبون لي كينبحوا عليك كلهم كيعشقوا الطبون و ماكايقيسوهش,Moroccan,X,Socialite,N
عقل على هضرتي مزيان،هادشي لي كدير غيخرج فك وفتريكتك وعنداك داك الساعة تب تبكي اشماتة,Moroccan,X,Socialite,N
وليتو كي العاهراتت اصاحبي,Moroccan,X,Socialite,N
نقاد عندك الهضرة مالقتي ماتقول,Moroccan,X,Socialite,N
هانتا قلتيها ... رطب معندو ميدير فبلاد رجالا,Moroccan,X,Socialite,N
عبيد البراني صعيب عليهم يكونو بنادم,Moroccan,X,Socialite,N
 وليتو كي الزوا***مل وليتو مقابلين غير التبركيك وتعاطيات ولا فيك شي س.م وغيرة عمرني شفتهم فحياتي,Moroccan,IG,Socialite,N
حتى البراهش تحليهم الفم سير بول و نعس,Moroccan,IG,Socialite,N
كون في خريتي وما قلتيش هكا,Moroccan,IG,Socialite,N
كدابة سيري تخراي,Moroccan,IG,Socialite,N
اخر ماغنات ام كلتوم فتاطبالت: دابا أنا كمغربي الى بغيت ننتقد أخطاء لقجع،،خصني نسكت حيث الكراغلة تايحاربوه؟,Moroccan,X,Socialite,N
اه ما دام هاذي عقليتكم خامجة را متقدم عليكم. السيدة غادا تستلم جائزة و هاذو شوف فين كيهضرو,Moroccan,IG,Socialite,N
😂😂😂😂تفو عليكم، را تدوزو عا من حدا شي حد فالطريق تدوخوه بلا ما يحتاج يكلس معاكم. و اذا عقليتكم هكا الناس كتشد جوائز و نتوما حاضيين معامن كالسة راه الخليجي حسن منكم، 🤮🤮🤮العفن,Moroccan,IG,Socialite,N
انت براسك منهم كديري اشهارات للكورة لخرجات على امة وخلاتها حالة فمها انتم خاصكم غير الموجة علاش تركبو لو كان فيكم خير لما اشهرتم اشياء لا تفيد ولا تغني الامة فقط تسمم عقولهم,Moroccan,IG,Socialite,N
.هداك الشيخ سار معمل ديال الحاض ما فاهم حتى زفتة و حاسب راسوا سفير النوايا الحسنة,Moroccan,YT,Socialite,N
باغيين تقسموا معنا الغاز و الكهرباء و الحديد و القفطان و الكسكس و الراي و حتى الامطار، وعلاش ما تقسموش معنا مياه الصرف الصحي ديال الشعب الزازايري,Moroccan,YT,Socialite,N
كلاخ مبين وجها قاصح وهوا متيعرفش يهدر,Moroccan,YT,Socialite,N
خويا اش غادي تدير مجتمع متخلف و عقلية مصدية و متعفنة واخا قراو ف المدرسة بنادم الله ينجينا او ينجيك ما كيستخدمش العقل ديالو كيفكر بعقليةجدود جدودو واخا راهم كانو غالطين و العلم تقدم و فسر سلوكات الانسان عن تجارب علمية هادو ما عندهم ما يديرو بالعلم لان التمييز وعلو مكانة الذكور على الاناث عاجباهم و ف مصلحتهم,Moroccan,YT,Socialite,N
كتعطيو شان لجهالة كيدويو جوج ديال جهلات فدين ؤ فدنية لله يهدي ماخلق,Moroccan,YT,Socialite,N
كايجيبلي الاعصاب و الفقصة و الكونسير الله عندو الخرا فراسو اشداني نشوف هادالفيديو,Moroccan,YT,Socialite,N
"بغيتي تدعميها سيري دخلي عندها ونسيها و سدي كرك علينا يا حطب جهنم",Moroccan,FB,Socialite,N
ممقبولش هاد خونا سبحان الله واش كاع المراكشيين بحال هاك,Moroccan,YT,Socialite,N
الضيف خصو يتعلم ياكل فطبسيه ويستعمل ملعقة لاخد ما يريد وليس التغماس ، تغيرو للأفضل,Moroccan,YT,Socialite,N
خويا صابر سمح ليا ولاكن عنك أزمة فالهوية كلشي عارفك جبلي وكتهضر بالقاف حتال هاد لفيديو قلبتيها گا ؟؟ واش معندكش شجاعة تفرض راسك على الآخر كيفما نتا؟,Moroccan,YT,Socialite,N
أكثر حاجة استفزتني ومخلتنيش نكمل الفيديو هي مهضرتيش بالدارجة كيف تيديرو گاع,Moroccan,YT,Socialite,N
ريحت القبلية بنادم ركب على الموجة صحاب هضر بالدارجة,Moroccan,YT,Socialite,N
"عفيه عليك رد شافي لأقزام المنتخب الاردني الحاقد",Moroccan,FB,Socialite,N
"معندهش علاش يتكبر ، راه خاسر مشي رابح باش يتكبر داك الحقد و الحسد خلاه يرفض يتصافح مع رجل طلب و عاود قمة الدنائة، هدا خصمك في لعبة مشي استعمار .... الف مبروك للمنتخب المغربي الشقيق يستاهلو الربح",Moroccan,FB,Socialite,N
ليس لهم اخلاق معفنين والله يدربهم مانشيني وانشياوتي وكوارديولا لن يفلحو المتكبر والمتعجرف ليس له مكان,Moroccan,FB,Socialite,N
"سير تحوا نتا اوهم اكبر ولاد القحاب هدو",Moroccan,FB,Socialite,N
صورتك هاهيا عندي والتعليق درت ليه سكرين وغدا ملقانا فلابيجي ولاية الأمن وقبل منها غانمشي عند وكيل الملك اولا باش نعاود لجد القحبة دمك ترابي بشي ثلاث سنين ديال الحبس يا داعشي,Moroccan,FB,Socialite,N
"ليحبس الماء. أنتومة. ولخوظة مدروسة. تلقتوه عل شعبكوم باش. نخرجو الشعب من ديورهوم. وظعظيوهوم. الصياهين",Moroccan,FB,Socialite,N
لمنبطح دلويل يخ لاتشرفنا ولاتمتلنا كمغاربة,Moroccan,YT,Socialite,N
واش فخبارك تاتقلل من بلادك بلا ماتحس فاش تايجي براني و تتبغي تهضر بلهجتو من الغربيين و ليتو حتى مع العربي,Moroccan,YT,Socialite,N
هل افلست وزارة السياحة المغربية باش تجيب هاد المؤثرين المفلسين اللي ما غذي ينفعوا السياحة المغربية بتاوزة هاد المفلسين العرب والافارقة خصوصاً عريبات عربوا الحجر والشجر,Moroccan,YT,Socialite,N
متجيبش لينا الكراغلا,Moroccan,YT,Socialite,N
خلي خذما لي كيذ عنذو لغاة صبير سير سير فظر مع جزائري نيف ياجك طوبيس مثقوب ياخو  بيعذو علي كيذ مغرب انا مزاوك,Moroccan,YT,Socialite,N
خونا رزن شوية كطير محتوى زوين ولكن عقلك مبرهش,Moroccan,YT,Socialite,N
هادو رحب بيهم فداركم متهضرش على جميع مغاربة,Moroccan,YT,Socialite,N
قالو المغرب كولو ديالك ههههههههههههه زدتو فيه تريكة المنبطحين,Moroccan,YT,Socialite,N
هضر بالمغربية كما هما كيهضرو بلهجتهم علاش غير كتشوفو مشرقي كتلوو لسانكم علاش هما كيتشبتو بلهجتهم أمكيحاولو حتى إدخلو الفصحى الجالية العربية الي في المغرب كلهم متشبتين بلهجاتهم وخا كيعرفو المغربية,Moroccan,YT,Socialite,N
غادي نغسلو لگاع الشعوب فالحمام المغربي,Moroccan,YT,Socialite,N
هادا مسكين بدون شخصية وشوه المغرب لهجة ديالو مايفهما حتى حد كلاخ محتوى سعيان,Moroccan,YT,Socialite,N
حتى واحد ما قال ليك أنت وزير، و ما يمكنش يكون عندك صكانير فالدار، ولكن أنت مؤثر و عند متابعين كثار ما فيها باس مرة مرة تكلم على مشاكل الشعب لي أنت واحد منهم، ماشي غير انت، جميع المؤثرين يتكلموا مرة مرة على مشاكل المغاربة، ممكن صوتكم يوصل. انتما غبر كتجراو بحال ... همكم الوحيد هو الفلوس.,Moroccan,YT,Socialite,N
ايوا فينكم مع بلادكم ديرو محتوى ديال الكان ولا غير فالدول كتبغيوا تبانوا لعجب,Moroccan,YT,Socialite,N
سير قلباك على شي خدمة تعمر بها وقتك تنفع بها روحك وبركة من حريق راس شوهتو روحك,Moroccan,YT,Socialite,N
"طوووووووووز . المزلوط اونسو حديثو",Moroccan,FB,Socialite,N
"فكم غير تشاش وضرط",Moroccan,FB,Socialite,N
عاش الملك الله ينعلكم تسجودن لي غير الله شعب مغلوب عن أمره,Moroccan,FB,Socialite,N
"غير بلاتي عليكم راه حتى ف63 راكم أنتم لي بديتو حتى صدق حماركم الكبير تيقول حكرونا حكرونا العبرة في الخواتم أما الفنطازيا والسرك اختصاص القرود",Moroccan,FB,Socialite,N
حتى هما توحشو القرعة بحال شنقريحة البوال 🤣🤣🤣🤣🤣,Moroccan,FB,Socialite,N
هو تنوض تقرا وتخدم على كرك ماتسناش الدولة تعطيك يا الكسول الفقير عطى الله مايدار بغيتوها ساهلة 🤫,Moroccan,FB,Socialite,N
عندي غير وحد تدخل عتبريه نصيحة متبقيش تكذبي على متابعين ديالك لانو ميبقاوش يتيقو فيك نهائي كتكذبي بزاف لدرجة عاديتي ناس بكذوب ديالك حتى علي ولى يكذب درجة مبقاوش عندو متابعين تركيين كاع متابعين لي عندو عرب ركي فاش كتخبي على متابعين كيوليو يشكو فيك كديري شي حاجة خيبة فهمتي تقدري شي نهار تكذبي عليهم وتصرا ليك شيحاجة خيبة وتفرشي قدامهم مثال بسيط علي كان مشا عندكم لداركم ونتي مشيتي عندو لدارهم علاش مقلتيهاش لمتابعينك بعكس راك ديتيه لداركم قدام والديك يعني كيبين بلي والديك ثيقين فيك وديتي دري لداركم قدامهم ولكن ناس لاحظوا هذشي وبداو يشكو فيك كديري حاجة خيبة حيت اذا مكديريش حاجة خيبة معندكش علاش تخبيها بعكس تبيني بلي نتي صريحة وواضحة وتنالي ثقة متابعين دياولك فاش كذبتي ثاني قلتي فاتي سافرت معكم لتركيا وعلي تصدم من كذوب ديالك مدام مكديريش حاجة خيبة مغديش تكذبي ديريها فبالك وناس ماشي مكلخين اي حاجة كيلاحظوها وكيبداو يشكو فيك راجعي تصرفاتك باش متخليش بنادم يتكلم عليكم باطل وبتوفيق فقناتك جديدة كينين بزاف مؤثراث مغربيات فحال سناء لمياء فاتي... عندهم محتوى واعر تأنسپيراي منهم باش تعلمي,Moroccan,YT,Socialite,N
"أولد لحمارة الملقط المخلط ابن زناة انجاس سير شوف اصلك أولا عاد تطاول على اسيادك الشرفاء. أولد لكلاب كاين لي عمرها ما مشات للخليج من بلدنا بريئة وشريفة شوف بعدا واش غندكوم حتى نتوما لي كانو يمشيو ولكن جراو على عاهراتكم. شجعان بسيف عليك محيت الدولة الوحيدة لي خرجات المستعمر التركي هي المغرب محيت بقاو الرجال نتوما 500 عام ولا واحد فيكم راجل قدر يخرج جندي واحد بالعكس كانو لي ماشي رجال عندكم زوامل كي شوفو نسائهم تغتصب ولا يحركون ساكنا",Moroccan,FB,Socialite,N
بغيت نقول كلمة في حق حلاق خويا وش تعلمتي في زريبة  حرام عليك شوهتينا مع براني,Moroccan,YT,Socialite,N
"على هذه الشجاعة تبات ختو في مزارع الفرولة في أسبانيا و في أبراج دبي و أبوضبي و أميمتو تنقل البضائع كالبغلة عبر الحدود لسبتة و مليلة المحررتين من طرف الرجل المغربي الشجاع",Moroccan,FB,Socialite,N
"طز طز رجع بيهم العرجة إلى كنت راجل",Moroccan,FB,Socialite,N
تالم فصمت ايها الكرغولي ولاد البورديل فلاج اللفت احمد بلعباس اضحوكة للعالم الحسد يفترس قلوبكم الالاف الروتني اليومي الجزايريات في الملاهي الليلي والملاهي الشيشة في الإمارات العربية المتحدة مكاين غير الخريط ليلا ونهارا المصروف الكرغولي من قاع اختكهم,Moroccan,FB,Socialite,N
"المغاربة رجعوا كما الهنودة كل منشور تجدهم دايرين صورة مهلكهم",Moroccan,FB,Socialite,N
"المغرب منكوح نهائيا 👌
زادت عليكم الاعاصير والتشرد",Moroccan,FB,Socialite,N
"المرء محقورا دايمن تحواس علي شيكور باش سلكها ويخودها",Moroccan,FB,Socialite,N
روح بول ورقد,Moroccan,FB,Socialite,N
ايا العبيد يا ولاد القحبات ماعند مكم اصل ولا حل ولا ملة,Moroccan,FB,Socialite,N
مايستهلوش حيث ظلمو سلامي صحافة عندهم معفنة وحقودة ماخلاوش سلامي يخدم فراحتو كل مرة حقق الفوز كي دكرو مدرب القديم عدنان نكرة على أنه من كون الفريق... مهم الحمد لله رابي ماخيبناش فيهم وسلامي مازال يجيب الألقاب,Moroccan,FB,Socialite,N
 الماء ديال البوادي اي كيخراو فيه المغاربة و بزااف عليك ابنت زنقة,Moroccan,FB,Socialite,N
قول الحمد لله على المدرب المغربي لي وصلكم نهائي اما نتما مكنش حتى كنسمع بيكم ههههههه هلا يرمانة و الأردن زعلانة 😂😂😂😂,Moroccan,FB,Socialite,N
 ايدك فيه انتي وهد شيخات مشي رياضين هدو زوامل,Moroccan,FB,Socialite,N
"لبنا على باطل فهو باطل السكران",Moroccan,FB,Socialite,N
"مكرهتش الناس يديروا عارضة ندخلوكم معها",Moroccan,FB,Socialite,N
"وجهك قاصح اي واحد يسب رب العالمين فهو كااافر بالاجماع تحية للقضاء المغربي",Moroccan,FB,Socialite,N
"إلا ما عاجبكمش المعتقدات ديال هاد البلاد خويو",Moroccan,FB,Socialite,N
"كمارة تقطع الخميرة على الدار",Moroccan,FB,Socialite,N
"الله يحرق طبون مكم بجوج",Moroccan,FB,Socialite,N
اخيرا عاد  البهلوان و قصصه المصحكة,Moroccan,YT,Socialite,N
شحال د الكلخ والتعصب😂بحالا كايبرر للمتحرش نسى ان تا الاطفال والحيوانات ولاو كايتعرضو للتحرش من شي وحوش بشرية ، السيدة كاتهضر بمنطقية,Moroccan,YT,Socialite,N
هاد الامي ديال الشيخ سار حشومة تجيبوه لتلفزة,Moroccan,YT,Socialite,N
هاذ السيد مشقلب,Moroccan,YT,Socialite,N
منين كاتجيبو بحال الأشكال هاد الشيخ سار راه مسكين غير داوي راه مفاهم والو,Moroccan,YT,Socialite,Neutral
أنا قد شفت طوال حياتي ناس وقحة وبلا أخلاق ولا مروءة بس انتي تفوقتي عليهم في الخسة والنذالة! الثورة إن حصلت وأسقط الشعب بنفسه النظام فلا بأس به وهذا شأن داخلي، أما أنك تبررين القصف الصيهو أمريكي وبدل إدانته تلقين اللوم على من يحمي بلاده.. شاهت الوجوه.,Yemen,X,Women social,N
نعم ايتها الصهيونيه بنت الصهاينه,Yemen,X,Women social,N
انتي ايش دخل امك يا بنت الحرام كل يوم تدخلي راسك في شي مايخصك,Yemen,X,Women social,N
يا وجه القرده ههههههه يا بلا اخلاق,Yemen,X,Women social,N
عليش لعنة الله ياعاهره,Yemen,X,Women social,N
تشتي تخربي الدول بعد ماخربتي اليمن يا قحبه عليكي لعنه الله انتي ومن مشاء في صفك اليوم تحرضي على ايران وبكره دوله ثانيه هذا ديدنكم ياملاعين,Yemen,X,Women social,N
"انتي مهرتش اثارة الفتن وتدمير البلدان وسفك الدماء 
‏توبي الى الله ياقذرة",Yemen,X,Women social,N
لعنك الله انت سبب دمر اليمن,Yemen,X,Women social,N
في احد باقي يسمع لك يالعجوز الشمطاء ؟!,Yemen,X,Women social,N
على أساس انتي طيور الجنه هاذا وجهكم يا رفاق كل ثعبان تتلونو,Yemen,X,Women social,N
 متبرجه لعنك الله,Yemen,YT,Women social,N
قحبه شمطا,Yemen,FB,Women social,N
الله  لاردها  العجوز  الكاهنه  تذهب إلى  الجحيم  غير مئسوف  عليها,Yemen,FB,Women social,N
انت. يازينب انت تريدي الفساد و تعتقدين انك الفساد جامنكم من تلك الجمعيات تستجبو لسيادكم خربت البلاد والعباد الرجل هو الرجل ابغيت أو كرهت,Yemen,FB,Women social,N
بنات حرام مارضين يبطلين تصوير وهباله،، قسم بالله هذي الايام نرجع للجاهليه وندفهن احياء افضل،، قلك يواكبين الانفتاح والتطور، عليهن لعنة الله وهلى الاهل يلي مايراقبوا اولادهم وبناتهم,Yemen,FB,Women social,N
اكيد البنت تعرفة ودخلت معة في علاقة ولاماتخاف منة تكلم اهلها وهم بيتصرفوا ولانست قضيت السباعي والاغبري. والله يستر,Yemen,FB,Women social,N
"نفس القصة البنات ما تتعلم",Yemen,FB,Women social,N
"تستاهل وهي ليش تتصور.. وتتسيمج.. يستاهل البرد من ضيع دفاه",Yemen,FB,Women social,N
"حضني يسعك ويساع اربع من امثالك",Yemen,FB,Women social,N
