clean_text,labels,dialect_id
لعنة الله عليه الي مزبلة التاريخ,0,8
المناظر يسالها ممكن تحكيلي التشريعات التي يساء للمراة فيها,1,4
اسود الجزائر الله يرحم الشهداء وتبقي الجزائر شامخه,1,0
حزب السلاح واتباعه عواهم واصل لقبرص، الله يحمي لبنان من شر حزب المتعة الارهابي.,1,5
انتا يا مشاطة الخواجات تخت مركوب في خشمك وتسكت زول ما نافع وجاري ورا مطامع شخصية قصاد كرامه وسيادة شعبك,0,10
وش هالاختلال العقلي اللي انتي فيه تعالجي سريع,0,9
علي اساس كانت معاه في الاستراحة في الزنتان ! اذا مش حكومة الدبيبة معناها حلفاء الدبيبة عبدالله ناكر و الجويلي اللي مسيطرين علي الزنتان,1,6
بنات سوريا تاج علي راسنا من فوق الله يستر عليهم ويحفظهم من كل شر,1,11
باباك وجدك الذكورة وش احساسهم وهم يشوفو فيك تشطحي لكل من هب ودب,0,0
ياسلااام والله خليتيني اطير بتفكيري معاكي يازين فيديوهاتك والاماكن اللي تعرفينا عليها ماشاءالله عليك ربي يحفظك بس ادعيلي اهاجر لبلاد توفر تعليم ممتاز ومستقبل فوق الممتاز لعيالي,1,13
محافض ساقط وضيع لسانه مع السعودية وسيفه مع الامارات,0,13
ونعم باالله القوي المتين. ويمكرون ويمكر الله والله خير الماكرين,1,12
شرشوحه,0,11
بارك الله فيكم ونشكركم علئ التغطيه وكسر التعتيم الاعلامي المفروض من السعوديه الجزيرة - اليمن,1,13
هي البنت ذاتها خلطانه كيف هي تسمح لنفسها تتزوج بدون اذن والديها في راي الشخصي تستاهل الجلد والسجن,0,10
تريث ليش الغي القرار وفضها لو بس تمتصون غضب العالم وبعدين ترجعون تنفذون,0,3
ضربني وبكي سبقني واشتكي والي بدق الباب راح يسمع الجواب تحية لابطال الحرس الوطني لا تقصروا فيهم الله يحمييكم,1,11
امنية حياتي ذولاك يهتمون في نفسهم ومالهم شغل متي نصوم ومتي نفطر,0,2
عاش الرئيس السيسي وعاش مدبولي وعاش كامل الوزير وعاش بدر عبد العاطي الابطال,1,1
سير يا الكلب حتارم راسك . زوينة كتعجبني و مربية و مزوجة و قارية تفو دري مسموم ياع,0,7
وينها رجالكم يا اولاد البحر الازرق والا فالحين في البراكجات اولاد الصغار والنساء,0,12
البنت السورية الاصيلة هي الملتزمة بادبها وحشمتها وبعدها عن الخلطة مع الرجال طاعة لرب العالمين مو لحدا اما اللي شفناهم وحتي اللي ماشفناهم من قلة ادب هدول غجر ذكور كانوا ولا اناث,1,11
محلي بلادنا واعراسنا ولهجتنا واللي يسال ع العرس مافيش اختلاط في اعراسنا سواء مدن او قري وربي يدوم علينا الامن والامان والستر يارب ❤,1,6
انطم واسكت,0,8
موفقة,1,13
حزنت عندما سمعت خبر استشهادها وفرحت عندما علمت بخبر انها علي قيد الحياه .نعم هي نعم امراة بالف رجلشفاها الله وجميع الجرحي. اختي لك مني كل الاحترام والتقدير لنقل مايجول بخاطر كل سو داني غيور علي بلده ولن يطول ليل الظلم ولنا رب يسمع ويري وهو المنتقم الجبار. اللهم عليك بهم,1,10
كل الحب والوفاء اليك ياغاليه يابنت العظماء,1,6
اهووو نتمني والله السودان بموارده الوافره ماديه و بشريه عايز قيادات تؤمن بالتغيير و الاختلاف النوعي للشعب السوداني ، و استصحاب كل هذا التنوع شرقا و غربا جنوبا و شمالا ، و توظيفه للنهوض بالسودان و اهله,1,10
كلي زق ياملعونه,0,13
ههه يهودي سفاح مجرم قاتل مغتصب الاولاد والبنات,0,6
امهاتنا كل اشي كانو بعملو وبطلع شغل طيب وزاكي ونظيف حتي الخبز كانو يخبزن في البيت وبطلع خبز خرافي والله خبز مشروح بشرح القلب بنكته وطعمه ومذاقه الرائع بدك ستات اليوم يعملن اشي . بدهن حد يشيلهن لما يقومن,1,4
تحيه لهم لحفظ الامن الوطني السوداني,1,10
الزلام الغانمه مثلك تستاهل توصل لا اعلا المراتب موفق اخي,1,4
لان جمل الجن الكبيرة ما تقدر تطلع من غير فلتر والا البنت ما تحتاج,0,3
في داهيه,0,8
محدش يعرف هنجني ثمار ام زرعة الاصلاح دي امته يا جماعه لحسن الزرعه دي طولت اوي,1,1
ربنا يحفظك .شايل هم العالم كله هيلاقيها منين ولا منين بجد,1,1
طز فيك وفي دراهمك ياخسيس دماء اولادنا ليست للبيع انتم قتله مجرمين ارقتوا دماء جنوبية طاهرة في صحراء حضرموت قتلتوا خيرة شبتب الجنوب غدرا وعدوانا ستظل دماءهم تلعنكم وتلاحقكم الي يوم الدين واعدتوا للجنوب الدواعش والاخوان والحوثة يعيثون فسادا وينهبون ويقتلون الناس في حضرموت,0,13
دا شعب يحكموا جنجنويد ما شاءالله تبارك الله بالتوفيق ومزيد من التقدم والنجاح ان شاء الله,1,10
ونعم الذكر الطيب خليفه المزين رجل كفوا والنعم لاتنطيق علي كل رجل ولكن والنعم تنطبق علي خليفه المزين بكل جداره رجل فهمان ونظيف العقل والثوب والمعدن,1,2
كل الشكر والتقدير للسيد رئيس اركان الجيش المحترم لتثمينه لجهود ابناءه المقاتلين,1,3
صباح عسل يا عسل,1,13
انت عسل اوي ❤️,1,1
كتير محترمة وموضوعية,1,5
اصبت يا حضرة اللواء في كل ما قلت,1,5
اسوء حكومة مرت علي مصر في تاريخها كل انجازاتها زيادة في تاريخها كل انجازاتها زيادة ديون مصر وافلاسها ورفع الاسعار وبيع الاصول واضافت الي انجازاتها الرغبة في طرد المستاجرين ورفض حكم الدستورية العليا عام 2002,0,1
بلا بلا بلا محدش هيسيب بيته افهموا بقة ياحكومة فاشله,0,1
انا تونسية و نفتخر ببلادي برشا و مرحبا بالكل,1,12
ماابي اصدمكم بس شوفو صورتها تقول بنقالي اهين وجهك ومسويه بويه بعد,0,9
شفتي ناس كفاش مربيا و الحجاب وخا نبغي نقول ونعبر مكاينش الكلمات باش توصفك,1,7
سبحان الله حتي في مماتك ندا رحمك الله شله هبايل ومساطيل عباس وقروده,0,8
معقولة التفاهة والبرودة وقلة الامتنان اللي عدكم!,0,3
غير بلاتي عليكم راه حتي ف63 راكم انتم لي بديتو حتي صدق حماركم الكبير تيقول حكرونا حكرونا العبرة في الخواتم اما الفنطازيا والسرك اختصاص القرود,0,7
مهما دارت الايام تنسي يا بلادي المحاين. مهما دارت الايام ترجع زينة البلدان,1,12
طبعا المراة هي نصف المجتمع بل هي كل المجتمع وهي المعول عليها بناء النشا الصالح المفيد لمجتمعه وكما قال الشاعر الام مدرسة اذا اعددتها اعددت شعبا طيب الاعراق والمؤتمر هينجح ونكيد الاعادي ههه,1,1
المشكله العراقين يحكو عنا و هم لو فيهم زرت شرف ما تحرشو بطفله شي الف واحد عليه ولا واحد ساعدها,0,11
حملة جنسيتي فخامتك هي حملة توطين مقنعة,1,5
مش شغلك يا مواطن اقعد واسكتوكل خبيزه اذا جيعانهاي حالة حكومتنا الرشيده.,0,4
سبحان الله انتي والكلب تفهمو ع بعض,0,6
حاجة مليحة فعلا لترسيخ تراثنا عبر الاجيال لكن المشكل راكم مركزين بزاف علي اللباس النسوي فقط فيما اللباس الرجالي قليل وين نشوفوه,1,0
اعطوني نستثمر في الفلاحة بي جنب غار جبيلات درجة اولة لتصدير,1,0
حبيت اللهجة البحرينية تحيه للبحرين,1,2
هدي هي تمغربيت ولله الحمد,1,7
تخبلين حبيبتي ❤️,1,3
الكلب سلم الرايه لحماره,0,8
هذا المعتوه يهذري ويهرطق,0,10
حبيبتي رحومه ربي يحفظك ويسعدك ويوفقك ويبارك بعمرك ويفرح قلبك وحياتك كلها يارب احلي كوتش والله ربي يشفيك ويعافيك ويمدك بصحة والعافية يارب العالمين,1,6
يازين البنات مشرفينا بكل مكان,1,9
مكرهناش دير شي حزب دير معاه شباب حنا صوتو عليهوم,1,7
بالهنا والسعادة لقلبك شوشو,1,1
مليارديرات انتم عمركم اشتغلتم كله تهليب. اللي اختشو ماتو,0,1
يعني لو ما الخوف من الاهل والگرايب الله يعلم شسون . يعني مخافت الله ماكو خجل ماكو شرف ماكو,0,3
احب وطني وزاد حبي وعشقي من قائدنا العظيم محمد بن سلمان الله يديمه ويحميه من كل شر,1,9
فن هابط. مثلها. شو هالكلمات واللحن، وين رايحة كاني هاربة من شي وحش. وينك ووين الطرب.,0,11
ازاي ازاي الفنانه المحترمه تشغل عندها شامب انزي وده عظه وعبره لان الانسان ابن بلدي هو ابن بلدي برده والله يرحمها ويحسن اليها ويسامحها,1,1
فيديو غزال بتوفيق,1,7
انتي اكبر غراب و ارتحنا منك . ان شاء الله تخزز,0,12
الله يرحمه كان معيشنا وعايشين مستقرين ومافيش اي حد جاع اما الان الوضع اصبح اكثر من مزري للاسف,1,6
اول مره احب ايه وتصرفه عفوي وتمسح دموع الطفله,1,3
فعلا اري هذه المبادرة فعالة ومثيرة العلم نور، وتعليم الفتيات هو اساس بناء المجتمعات.,1,10
ليست اليونان. ولكنها جنة من الجنان. ❤ الغالية علي قلوب العالم لبنان.,1,5
هذي انسانة طيبة وتستاهل كل خير والغيرة علاش,1,0
هادو هما الجيعانين الخماسين,0,0
اقبح وجوه الله خلقها الله ينتقم منكم يا رمم,0,10
مرات بخاف ع ليلي انها عم تنبني عندها قيم حلوة كتير بمجتمع غابة ، يا رب عنجد يضل قلبها حلو وتصادف ناس بحياتها يعززوا فيها هالقيم وما بيوم تحس حالها غريبة,1,4
واووو شكد ذكي,1,3
تبون هضر اليوم، هضر بكلام السلاگط، دابا هذا رئيس هذا وااا,0,7
يارب في هذا الايام المباركه خلصنا من وجه البومه,0,13
منين جاب هالثروه. شواربه قول مفحج ع سور,0,4
يوجع القلب اعطيهم ياكلو وارفعهم لحوشك وانت شن دير علي الحدود انت تخدم عالتهريب,0,12
تركيب صور فوتوشوب نحن سيدنا رجل صقر مقهورين نزل علي خشوم كم. ربي يحميك,1,6
قريدس! شو هالنزوح الكلاس هيدا ؟,1,5
ي اخي تدري ان الواحد يفتخر فيك كونك يمني وفي دوله اجنبيه تمثلنا والنعم فيك ميات ❤️‍ ❤️‍ ❤️‍,1,13
تحيا تونس شامخة ابد الدهر بدون ارهاب وبدون عملاء وكلنا قيس سعيد,1,12
كي تشوف التعليقات تاع بعض الناس تعرف علاه الجلفة هي رفم واحد في الفساد عالميا ماتساعدهمش كشف الفساد والمفسدين الله يجيبهالهم في صحتهم,0,0
رحمة المعجزة ❤️ ان شاء الله نشوفوك سفيرة ارفيا ❤️❤️❤️ تستاهلي كل خير وفخورين كلنا بيك ❤️,1,6
هوي ياقحاته لازم تفهموا انكم انتهيتم وكل الخزعبلات البتقوموا بيها دي لاتنطلي ليس علي الشعب السوداني وحده انما علي كل العالم .لقد تعريتم تماماكما تتري اسيادكم وكفلائكم .نصيحة اتركوا العمل كمجموعة لان ذلك لم يجدي نفعا والافضل كل واحد فيكم يعمل لوحده من اجل تامين نفسه ومعيشته لانو يبدو والله اعلم الرواتب حتقيفيمهل ولايهمل .,0,10
وش هالملحجه الله ياخذكم بس,0,9
جهنم واش راهي تسنا,0,0
مفروض تغيير كل الحكومه مع العليمي,1,13
المغربيات شابات,1,0
كل الاحترام سيدتي,1,5
الله يقدرنا نشكر لك ياشيخ محبتك ل لبنان و اللبنانيين علي امل عودة لبنان الي بريقه الذي يستحق .,1,5
ملكنا الحبيب الغالي والرئيس منصف المرزوقي يا حصرة عليك يا تونس الحبيبة الخضراء اللهم اصلح الحال والاحوال ولاكن الشعوب العريعة لا خوف عليهم تمرض ولا تموت حفضكم الله جميعا امين يارب العالمين,1,7
يلا كلها كم سنه وتصيرين عجوزة ويومها بتنتقم منج وعسي يومها محد يوقف وياج,0,2
الحمدلله ربنا يتقبل ويرحم اموات المسلمين اجمعين اللهم اغفر له وارحمه واسكنه فسيح جناتك,1,10
ربنا يفك كربه هوه واللي زيه يارب,1,1
تمام عسل,1,13
لعنة الله عليك وعلي كل من سلم عليك او نظر اليك با احسان ياقحبة الصهاينة,0,8
بس بس يا نجسه يا وسخه روحي تروشي,0,9
تعالي اريحك ياابنت الشرموطه,0,5
انشالله يارب وكلناامل انو تنظروا للعساكر بعين الرحمة معالي الوزير وتفرج عنهن قبل رمضان وتجبر بخاطر الامهات,1,11
الله يعزك ياولد سلمان ولايعز عليك,1,9
مو مانع حمل مانع صواعق يرادلها بيها بلة جنان,0,3
ما شاء الله اللهم بارك ربي يحفظها اندادها الظوافر مسحه تحفر بير ربي يبارك نظافة ورتابة,1,12
الست دي بتضحك تعجبني عفويتها وردات فعلها,1,1
هل هناك نمؤذج منهجيةخاصة للتقديم علي قبول للحصول علي شهادة الدكتوراه في تخصص ادارة الاعمال ضمن كلية الادارة والاقتصاد معتمدة لكي يحضرها الطالب لكي يقدم علي المنظمومة,1,12
هذا ياثور قرار قديم,0,9
الكذب علئ الدقون عيب يحترم عقول الناس بكلام موازن ليش. الحقد والغل والكراهيه البغضاء بهذا المنحط المرتزق الهارب خارج الوطن بعدما تم تدمير البلاد من اسياده,0,13
تحيا بلادي زينة البلدان جوهرة فوسط القارة الكحلة,1,7
عوي يا كلب عوي,0,6
احسنت صدقت كفو عليك علاء,1,9
تحياتي لك بنت بلادنا اليمن نفتخر فيك العنصريه مقيته لا داعي لها حفظ الله يمننا وسودان الحبيب,1,13
اخ كلا طراق يخلع حنكها مهو لو مد ايده بقولولك حقوق الانسان جد انقهرت يا اخي اختارو زوجات تخاف الله اتركوكم من الجمال,0,4
وايد احبها هالانسانة راقية و خلوقة,1,2
موب مواطنه انا منعت عيالي يتابعونها اي محتوي واي خرابيط.,0,2
والله عفيه عليج عبالي ما تسوين خير طلعتي احسن من اهواي ناسسس,1,3
عزنا راع الحظاره قوي العزوم الامير ابن المليك راع الحسام,1,9
يا وزير الاوقاف، وزع ميزانيتها علي الجوعي هنا او هناك ، ذلك خير من حفظ المصاحف في خزائن.,1,4
والله اه انا مع ان المراة تشتغل من بيتها ازا بدها تشتغل انا تطلع برا مش شغلتها او شغل خاص بالنساء معلمة طبيبة .الخ,1,4
قمرة,1,1
ايشذاءبيخلصعليكالزيت. ايه هذا في يديك اححح مشتهيه اجي ادلعيك,0,13
تمسك بالقضية ثم تنازل عن ثلاث ارباع فلسطين. او بالاحري باع الارض عشان المنصب,0,8
عرس كله حياء وستر وعفاف وجود وكرم الامازيغ اطيب خلق الله واتمني السعاده للعروسين,1,7
دولة الفنادق والسياحة قبحهم الله شموتوا في الوطن ولذلك الوطن عيدروس الزبيدي في ميادن الشرف والنظال بين الشعب ماشي داخل الفنادق والسياحة من حلف دخل غرفتة,0,13
لسا الدنيا بخير. عفيه عالمديرة,1,4
هذا قائدنا وتاج راسنا معك يابوقاسم فوضناك,1,13
اكيد البنت تعرفة ودخلت معة في علاقة ولاماتخاف منة تكلم اهلها وهم بيتصرفوا ولانست قضيت السباعي والاغبري. والله يستر,0,13
يصبح اقوي فالرونديلات كيما الملك تاعهم,0,0
ربنا يفك كربه والله من الناس المحترمه والجدعه جدا,1,1
اخلص يا حج الناس قرفانه التصريحات اللي عالفاضي,0,4
بارك الله فيك حنا في دولة ديمقراطيه عمي تبون كنطرا علي الشكامة,0,0
الحرب انتم من اشعلتم نارها وهربتم لمن فشل مخططكم انت بتغش منو؟ ولو الكيزان اشعلوها لهم تحيه وتقدير لانهم لم يهربوا علي اي حال ثم تصفيه شنو وثورة شنو؟ هي لسه ما اتصفت بعد 3 سنه حرب؟ والله الثوره دي تاني الا في اوهامك وانت اصلا مالك بيها انت سرقتها وفشلت تعمل اي شي ي عميل الدويله راعي الضلال,0,10
فديت الكياتة ❤,1,5
التغيير هذا جاء بمكانه الناس كانت تشتكي من الموضوع من زمان,1,9
مشعت الخبر والتحليل هذا من تيز توكل,0,13
نعم يا سيدي الرئيس والله يحفظكم حتي احفظ تونس,1,12
فعلا انتم كفوو واحنا نحبكم شعب الكويت الوفي هذا درع اهديته للمحامي الكويتي الذي دافع عن السعودية في اجتماع للمخامين العرب بتونس.,1,9
الله يعطيك عصبة ليك وعصبة لوالديك لي ما عرفوش يربوك وباين عليك ميبونة بنت ميبونة و ملقطة من كانش زبلة,0,12
تاريخ مشرف و حافل بالنضال والتضحيات من شعبنا العظيم الذي يدافع بكل قوته عن شرف الامة و مقدسات الامة جهود مقدرة وجهود مباركة سيدي الرئيس حفظكم الله ورعاكم,1,8
ياابن المره الوسخه قرفتنا بشكلك الغبي يخرب بيت امك الوسخه القواده ياابن الحرامي ياكلب انبح باعلي صوتك,0,1
البلد هو عبارة عن مستشفي امراض عصبية. مع لحم بعجين,0,5
تنتخبي ولي لطيزي مو بحاجتك الشعب كلو رح يبايعو للابد,0,11
بالعربي ااتوانسة يطالبوا ليلا نهارا بترحيل الافارقة قصريا وغلق الحدود البرية وفتح البحر لهم للرحيل تونس تستغيث,0,12
ماله طعم والله خربتو كلشي بخصوص طلعت البر والكشته وحته اسم الكشته مالها طهم ابجذي وشكرا,0,2
لا احوجنا الله للدعم ، هذا استثمار ، هذا جزاء من يعطيكم وجه يا المهايطية .,0,2
انت اختي شلكت روحك كي مشيت لهاك الجبري في دبي .غلطة كبيرة عملتها صراحة فيديواتك مع جداتك الله يرحمها كانت رايعة,0,12
اشكالن شو بشعة,0,5
شايف حاله علي الزباله,0,5
تخافش خيا محدش عرف عن القصه بس احنا من اهل البيت,1,8
روعة ما يحتاج لها اسمنت هكذا تراث,1,13
امنصاب كنتي حديا ندفعو فيك,0,10
لمنبطح دلويل يخ لاتشرفنا ولاتمتلنا كمغاربة,0,7
اثنينهم فتالين,0,13
لا لا هو صادق، كيف بنيتها باسبوعحتي لو زرعتها زراعة يبغي لها وقت,1,13
شوفوا اولاد ابن ناقص لعنة الله عليهم بيقولوا في شنو هوي يا بيض روح يا شخبوط صاحب الاسم المشخوط قبحك الله من اسمما دخلك بالسودان وانت عورتك عارية عندك جزر محتله من ايران ولم تدين ايران وتترك هذا وتذهب تقتل السودانيين بدل ان تقتل الايراني المجوسي المعتدي الذي يهددك صباح مساءاذهب ايها الارعن,0,10
هضرة وحدة هضر فيها خونا علا دوك لي زادو فتمن الكراء لناس القصر لكبير ولات مؤامرة طنجة يا دولة,0,7
ماشاءالله كم احترمك يابنت بلادي انكي تكلمتي بي لهجتنا المغربية,1,7
والله ما تستاهل اي تشجيع . الا راح، تكون دمار لعيالنا ومثال سيء,0,2
يارب تغرق كلها فيها العن ناس يستهلوا بركان مش بس مياه امطار,0,1
حاجة تقرف واللة لا بيعرفوا حاجة عن الرقي ولا الفن ولا الوطنية اصلا دي اخرها تشتغل في المدبح كفاية تطبيل بقي وقلة ادب,0,1
حمد الله الجزائر راهي معمر برجال تحيا غالي الجزائر جيش وشعب رابي يرحم شهداناء الابرار جزائري من ايطاليا تحيا غالي الجزائر ❤️❤️❤️,1,0
تعجبني الهدرة في الوجه,1,0
قصده مصير الذيول علي المحك,1,3
اعتقد ان فعلتهم اكبر من الكفر. الكفر علاقه ايمانيه مع الله. وحتي جريمتهم تخطت القتل العمد. فقد تعمد لقتل شخص وانت تحمل عليه كره. حقد. غضب او حتي غيره او خوف لكن هنا. المقتول رضيع والقاتل. وبكل وحشيهام ام ترمي طفلها للوحوش؛ وتشاهد افتراس كبدها. انا لا ادفع عن الشيطان والعياذ بالله منه ولكن الجريمه فاقت كل المقاييس الكونيه,0,6
تحالف ثمود يمتهن الكذب علي العالم و شغال طمس حقائق و تلبيس مواقف الحكومة الداعمة للعودة الطوعية و ليس القسرية كما يدعي ، كما انو لا يوجد اي ضغوط علي المواطنين الغير راغبيب في العودة باعتبار قرار العودة قرار شخصي متعلق بالشخص و ظروفة . اما فيما يختص بموضوع حملات القبض علي السودانيين في مصر و ترحيلهم فلا دخل لحكومة السودان به بل هو قرار الجهات المصرية اتخذته لضبط و تقنين الوجود الاجنبي لذلك علي الراغبين البقاء في مصر تقنين اوضاعهم و احترام قوانين البلد المضيف .,0,10
التطبيق مرة متعب ومتخلف والناس قاعد تشتكي,0,9
لاتستفزيه لا يدئك بدن يهز كيانك,0,11
انمييلوا او مانيطحوش والله مزال كاين الرجال بالشلغم,1,0
الله يحفظك يارب من الشباب لي كنفتخرو بهم,1,7
ياخي لايمكن وصف رقي اخواننا وحبايبنا المسيحين بالادب والاخلاق والتعامل والطيب حقيقه,1,4
ما يحبوا اليمن الا الي بالخارج غير كذا نفاق,0,13
انت مريضة نفسيا وماسونية,0,12
كابتن ايلا عندما انظر الي وجهك يحدث ارتخاء في القضيب,0,5
فسدلها السيليكون لي دايراتو راح تعاودوا هدا مكان العيب في يماها لي طالقتها هكا تبهديلة والله ربي يهديها ويهدينا ياربي سامحني والبه ماقدرت راني بالدموع,0,0
والله فرحتلك تقول انا لي ديتها,1,0
اشتي بنت مخزن ونفتهن,0,13
ما عندن شي تاني يعملوه، فا قالو هات لنروح و نتصور.,0,5
فديتج يا احلاهم ودايما مبدعه ناجحه,1,2
الله يبيض وجهه,1,9
اهم شي تالفي وانتي صامله,0,9
انا عمانيه ️ احبك يا احلي بلد,1,2
فساد بفساد بلد واقعه من طياره,0,4
ياود الحرام لعنة الله عليك ياتافه,0,10
فخورين فيج مبدعتنا الله يوفقج,1,2
ونعم الدكتور الخنبشي كفوا سلمت يا سالم,1,13
نحن مع قرارات الرئيس ابو مازن واللجنة المركزية,1,8
ماشاءالله قوة القوة الحجار في ريمة فل مليان وحجار طويلة يسموها عندنا سحابيل جمع سحبول او مرادم جمع مردم شفنا البيت اللي بنوا ولم يدخلوا فيه اي مواد صناعية سواء سمنت او حديد كلها من الطبيعة حتي السقف سحابيل ومرادم حجر من الجبل ياسبخان الله,1,13
ربي يفرج عليها ان شاء الله وعلي جميع لمغبني يارب العالمين ناس كل تغلط وربي غفور رحيم وربي يهديها ان شاءالله ويهدي امة محمد .مهمي يكون عندها امها تحبها .,1,0
مابقي الا بلد ابستين يلعلع يلا جب قرفتونا,0,2
باقيلك غير الكوافير تاع التحتيالديوث كان خاص يقول ليه دير ليها الواكس قاد ليها منطقة البكيني,0,12
ياقمعة متي تحررت الرقة حتي عبتاكل خ.,0,11
ادحش الككه بفمه,0,9
من يمارسون الكذب معروفين للشعب السوداني وللعالم كله . وتظل محايدون اكبر كذبة في التاريخ,0,10
حقيقة ما بيشبهونا ولا باي شكل من الاشكال هول تجردو حتي من انسيتهم متحولين الي حيونه,0,5
المراة الجزائرية تموت وماتركعش,1,0
شحال زوينة نتيا❤️❤️❤️,1,7
فكرة جميلة جدا ، اتمني تطبق في كل المؤسسات فكرة ممتازة بس طبعا لظروف الصفات الاجتماعية ما ح تتوفر بالشكل ده افضل تكون فردية او في يكون في اشراف مسؤول منها,1,10
الترحيل ثم الترحيل معدش نسكتو علي الخنار لاكحل فيقو فيقو رهو بدا الاستعمار وهفا اهزهم الله يعطيهم سلباء تسلبهم من الكون بجه الاعلي ورسول بجه الاحد الصمد مايبقا منهم حدا,0,12
عفوا عنجد انك بتخزي,0,4
الوهرة ليها ناسها و تونس مشكبة عالكل تحيا تونس,1,12
و الله انت اسواء ما انجبت الدولة السوانية يا عدوي الله لا كتر من امثالك. طبعا اوهام ماف شخص عاقل بصدق الطلس بتاع الحكومه عايزه ترجع الناس رجاله لكن شكلوا نص الشعب عندو مشاكل عقليه و تخلف,0,10
وكتير وكتير غيرهن، رموز وفاعلات بس مخبايين ‍♀️,1,5
عمل رائع ومتكامل,1,3
شنو هالرعب ياحلويات يمعودة,0,3
شگد حلوة هاي الفعاليات ✨,1,3
انت غالية انت سمحه,1,10
كول صفيحة والعن الشيعة ✌️,0,5
المفروض كل محافظات العراق تماثيل يسوله يستاهل شيخ ابن شيخ,1,3
ههه عمي تبون لا يضلم عنده احد و اللله غير زعيم يا خاوتي و الله لو في وقتي كان عمي تبون ما نمشي الغربة,1,0
هاد عنده مشكل مع الحلاقة كل ما نشوفه مغوفل بونوارة راه معشش في راسه,0,0
انت راجل عمي تبون رانا عايشين الغربة بصح نحبوك في الله,1,0
"انجاس . خنازير, ليسوا من ديننا",0,5
ارتحنا منه عادي كله اهون من احل غالية فبراير,0,6
شخصيته قويه وكلامه صريح ونعم القيادة ونعم الرجال,1,8
لوكان جيت راجل و واثق من اقوالك تبين روحك بصح نتا كي القط كي تبعد عليه الشحمة يقول ياعلي ماانتنها,0,0
الله لاردها العجوز الكاهنه تذهب الي الجحيم غير مئسوف عليها,0,13
اليمنين يثبتون وجودهم. اناافتخرض وتحياتي الي جميع العرب❤,1,13
شحال د الكلخ والتعصب بحالا كايبرر للمتحرش نسي ان تا الاطفال والحيوانات ولاو كايتعرضو للتحرش من شي وحوش بشرية ، السيدة كاتهضر بمنطقية,0,7
وطن النهار ❤❤❤,1,2
ربي يرحفظ الر ئيس نتاعنا وطول عمروا امين يارب العالمين,1,0
جزاكم الله خيرا اللورد تايقر البرهان حفظك الرحمن ❤❤❤منتصرين ❤,1,10
دولة الرئيس نتمني لكم التوفيق في مهمتكم الشبه مستحيلة،علي امل ان تصلوا الي التشكيلة الحكومية التي يصبو اليها كل اللبنانيين. حكومة كفاءات ونزاهة وشفافية،تحرص علي معالجة الفساد المستشري وتنهي التحاصص وتعيد انتظام الادارات بحسب الدستور وتفصل ما بين السلطات وتحترم المواطن وتعمل لاجله,1,5
جميلة جدا اسنانها بيضاء وبشرتها صافية الحواجب موجودة هي مرققتها وهي بيضاء فحواجبها شقراء لكن موجودة صراااحة جميييلة وجدااا لا تتنمروا علي خلق الله,1,6
الاكسنت يهبل ما شاء الله حتي اسلوبها حلوو,1,9
اكيد تذكرت سوبر ستار والله وقف معاها ملك الاردن وشعبو والكل كان معها لما اخذت اللقب بصراحه لها حق الافتخار ❤,1,4
خوك الصغرون وريدة مشاء الله يعيشك ❤️❤️,1,12
عالم وسخه وتربية وسخه,0,1
نبو عرس زح في هكي خوتنا في شرق اعزمونا,1,6
اقسم بالله كل كذب بكله زبابل ووسخ,0,12
‏ليش قلة الحيا ليش,0,8
ماشاء الله الامة بخير مادام فيها اصوات بهذه القوة و الشجاعة,1,8
قرارت من ذهب,1,9
نتي براسك خصك الحبس,0,7
حكون علي عماركم . شوفوا الملاعب الخليجيةشو فايدة حملة اعلامية والملاعب مخلفات الحرب العالمية الاولي. وفروا كل فلس في تطوير الملاعب بالبلد,0,2
ماشاء الله جميلة تونس❤️❤️ قالت الله احد علي بنياتي عيشك يحلي ايامك ❤️,1,12
بنات بلادي. والله فخر نشاء الله تربحو حتي اذا مريحتني. عندكم حنا الله يسهل,1,0
فعلا المراة الان في السعودية تعيش عصر جميييل اخذت حقوقها ولله الحمد والمنة واي ظالم بياخذ جزاءه قبل كانت مضطهدة مابيدها شي الا ان كان ولي امرها صالح الله يعز من عزنا ويديم علينا نعمه ويصلح شباب وبنات المسلمين,1,9
بدنا همه,1,11
خطيه حبيبتي الله يعطيها عل قد نيتها,1,3
اشكد حلوة وحبابها بحيث تكلها لا لا عيب عيب,1,3
احسنت،هذا ما يريده معظم اللبنانييندوله شرعيه تمارس دورها و سلطتها علي كامل الاراضي اللبنانيه،محتكرة السلاح وقرار السلم والحرب،و محافظة علي نزاهة القضاء،و موفرة الامن والخدمات،و حريصه علي تطبيق الدستور والقانون علي الجميع،و فتح علاقات متميزه مع الخارج،و تضع حل لاموال المودعين,1,5
عنجد الموضوع مستفز انو كل واحد مفكر شريف مكة وقاعد عم يصور بنات بلدو وينشر ويشهر,1,11
يع كلمتين علي بعض ماعرفت تحكيهم مليح,0,11
فكره رائعه جدا وتاريخ ونضالات الشعب الفلسطيني لا يستطيع اي مخلوق علي وجه الارض ان يمحاه فهو متجذر في كبيرنا وصغيرنا ويجب ان يدرس للاجيال في المدارس والجامعات,1,8
وليش يا حمار اجتزيت المقطع وليش ما تتكلم عن بقيه الكلام ولا خايف علي احاسيسك,0,5
اطلب من امراة ان تصف لك امراة نسوية متحررة ستصف لك عاهرة,0,4
